Text,ImageReference,Folio Reference
urn:cts:greekLit:tlg5026.msAim.hmt:10.1511,"urn:cite:hmt:vaimg.VA128VN-0631@0.439,0.6078,0.057,0.0383",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAint.hmt:10.1512,"urn:cite:hmt:vaimg.VA128VN-0631@0.85,0.2983,0.057,0.027",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAext.hmt:10.1513,"urn:cite:hmt:vaimg.VA128VN-0631@0.134,0.4989,0.042,0.0376",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAil.hmt:10.1514,"urn:cite:hmt:vaimg.VA128VN-0631@0.63,0.2442,0.037,0.0105",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAil.hmt:10.1515,"urn:cite:hmt:vaimg.VA128VN-0631@0.761,0.2404,0.037,0.0105",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAil.hmt:10.1516,"urn:cite:hmt:vaimg.VA128VN-0631@0.699,0.3516,0.104,0.012",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAil.hmt:10.1517,"urn:cite:hmt:vaimg.VA128VN-0631@0.816,0.3524,0.044,0.012",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAil.hmt:10.1518,"urn:cite:hmt:vaimg.VA128VN-0631@0.593,0.3696,0.066,0.015",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAil.hmt:10.1519,"urn:cite:hmt:vaimg.VA128VN-0631@0.675,0.3666,0.066,0.015",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msAil.hmt:10.1520,"urn:cite:hmt:vaimg.VA128VN-0631@0.759,0.574,0.056,0.015",urn:cite:hmt:msA.128v
urn:cts:greekLit:tlg5026.msA.hmt:10.1521,"urn:cite:hmt:vaimg.VA129RN-0301@0.165,0.0894,0.529,0.0233",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1522,"urn:cite:hmt:vaimg.VA129RN-0301@0.165,0.1044,0.641,0.0323",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1523,"urn:cite:hmt:vaimg.VA129RN-0301@0.171,0.1225,0.645,0.0398",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1524,"urn:cite:hmt:vaimg.VA129RN-0301@0.588,0.3343,0.218,0.0766",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1525,"urn:cite:hmt:vaimg.VA129RN-0301@0.599,0.4132,0.218,0.0646",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1526,"urn:cite:hmt:vaimg.VA129RN-0301@0.601,0.4733,0.207,0.0473",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1527,"urn:cite:hmt:vaimg.VA129RN-0301@0.6,0.5177,0.207,0.0413",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1528,"urn:cite:hmt:vaimg.VA129RN-0301@0.589,0.5545,0.223,0.1029",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1529,"urn:cite:hmt:vaimg.VA129RN-0301@0.14,0.6491,0.662,0.0759",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1530,"urn:cite:hmt:vaimg.VA129RN-0301@0.141,0.7047,0.664,0.0323",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1531,"urn:cite:hmt:vaimg.VA129RN-0301@0.14,0.7318,0.664,0.0316",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAim.hmt:10.1532,"urn:cite:hmt:vaimg.VA129RN-0301@0.526,0.2908,0.077,0.018",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAim.hmt:10.1533,"urn:cite:hmt:vaimg.VA129RN-0301@0.559,0.3982,0.054,0.0646",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAint.hmt:10.1534,"urn:cite:hmt:vaimg.VA129RN-0301@0.085,0.3516,0.085,0.0796",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAint.hmt:10.1535,"urn:cite:hmt:vaimg.VA129RN-0301@0.087,0.4515,0.067,0.0323",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAint.hmt:10.1536,"urn:cite:hmt:vaimg.VA129RN-0301@0.071,0.5319,0.092,0.0248",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAint.hmt:10.1537,"urn:cite:hmt:vaimg.VA129RN-0301@0.075,0.553,0.092,0.0278",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1538,"urn:cite:hmt:vaimg.VA129RN-0301@0.27,0.2216,0.091,0.0128",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1539,"urn:cite:hmt:vaimg.VA129RN-0301@0.396,0.2449,0.082,0.0128",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1540,"urn:cite:hmt:vaimg.VA129RN-0301@0.218,0.2585,0.036,0.0128",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1541,"urn:cite:hmt:vaimg.VA129RN-0301@0.256,0.2968,0.07,0.0158",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1542,"urn:cite:hmt:vaimg.VA129RN-0301@0.211,0.3719,0.07,0.0158",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1543,"urn:cite:hmt:vaimg.VA129RN-0301@0.339,0.3944,0.082,0.0158",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1544,"urn:cite:hmt:vaimg.VA129RN-0301@0.512,0.3967,0.046,0.0158",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1545,"urn:cite:hmt:vaimg.VA129RN-0301@0.424,0.5139,0.119,0.0165",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msAil.hmt:10.1546,"urn:cite:hmt:vaimg.VA129RN-0301@0.476,0.6431,0.089,0.0165",urn:cite:hmt:msA.129r
urn:cts:greekLit:tlg5026.msA.hmt:10.1547,"urn:cite:hmt:vaimg.VA129VN-0632@0.203,0.3426,0.225,0.0631",urn:cite:hmt:msA.129v
urn:cts:greekLit:tlg5026.msA.hmt:10.1548,"urn:cite:hmt:vaimg.VA129VN-0632@0.2,0.3997,0.229,0.0391",urn:cite:hmt:msA.129v
urn:cts:greekLit:tlg5026.msA.hmt:10.1549,"urn:cite:hmt:vaimg.VA129VN-0632@0.203,0.4335,0.229,0.0391",urn:cite:hmt:msA.129v
urn:cts:greekLit:tlg5026.msA.hmt:10.1550,"urn:cite:hmt:vaimg.VA129VN-0632@0.2,0.4591,0.232,0.0699",urn:cite:hmt:msA.129v
urn:cts:greekLit:tlg5026.msA.hmt:10.1551,"urn:cite:hmt:vaimg.VA129VN-0632@0.193,0.5274,0.247,0.0819",urn:cite:hmt:msA.129v
