text,imageURN,folioReference
urn:cts:greekLit:tlg5026.msAint.hmt:8.284,"urn:cite:hmt:vaimg.VA109RN-0281@0.1251,0.275,0.0631,0.0278",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAint.hmt:8.285,"urn:cite:hmt:vaimg.VA109RN-0281@0.1251,0.4087,0.0551,0.0285",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAint.hmt:8.286,"urn:cite:hmt:vaimg.VA109RN-0281@0.1321,0.5267,0.045,0.027",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAint.hmt:8.299,"urn:cite:hmt:vaimg.VA109VN-0612@0.8628,0.3232,0.0352,0.0222",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAint.hmt:8.300,"urn:cite:hmt:vaimg.VA109VN-0612@0.806,0.401,0.0664,0.0192",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAint.hmt:8.301,"urn:cite:hmt:vaimg.VA109VN-0612@0.8412,0.4527,0.056,0.0255",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAint.hmt:8.302,"urn:cite:hmt:vaimg.VA109VN-0612@0.8492,0.55,0.0512,0.0391",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAint.hmt:8.303,"urn:cite:hmt:vaimg.VA109VN-0612@0.8672,0.6576,0.0368,0.0159",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAint.hmt:8.318,"urn:cite:hmt:vaimg.VA110RN-0282@0.1201,0.4057,0.0691,0.0301",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msAint.hmt:8.319,"urn:cite:hmt:vaimg.VA110RN-0282@0.1221,0.6799,0.0631,0.0398",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msAint.hmt:8.335,"urn:cite:hmt:vaimg.VA110VN-0613@0.8332,0.2544,0.0648,0.0589",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAint.hmt:8.336,"urn:cite:hmt:vaimg.VA110VN-0613@0.8324,0.4091,0.0624,0.0354",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAint.hmt:8.337,"urn:cite:hmt:vaimg.VA110VN-0613@0.8456,0.4806,0.0496,0.0318",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAint.hmt:8.350,"urn:cite:hmt:vaimg.VA111RN-0283@0.1371,0.2329,0.0621,0.024",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msAint.hmt:8.351,"urn:cite:hmt:vaimg.VA111RN-0283@0.1441,0.5417,0.023,0.0158",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msAext.hmt:8.1000,"urn:cite:hmt:vaimg.VA102RN-0274@0.8554,0.3452,0.0523,0.0333",urn:cite:msA.102r
urn:cts:greekLit:tlg5026.msAext.hmt:8.95,"urn:cite:hmt:vaimg.VA102VN-0605@0.1243,0.6887,0.0451,0.0255",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAext.hmt:8.1001,"urn:cite:hmt:vaimg.VA104VN-0607@0.0969,0.7091,0.062,0.0266",urn:cite:hmt:msA.104v
urn:cts:greekLit:tlg5026.msAext.hmt:8.221,"urn:cite:hmt:vaimg.VA106VN-0609@0.1077,0.6941,0.0823,0.0236",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAext.hmt:8.338,"urn:cite:hmt:vaimg.VA110VN-0613@0.1004,0.5335,0.052,0.0258",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAext.hmt:8.352,"urn:cite:hmt:vaimg.VA111RN-0283@0.8378,0.2637,0.043,0.0218",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msAext.hmt:8.353,"urn:cite:hmt:vaimg.VA111RN-0283@0.8829,0.417,0.037,0.0248",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msAil.hmt:8.34,"urn:cite:hmt:vaimg.VA101RN-0273@0.3143,0.3434,0.2132,0.0188",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAil.hmt:8.35,"urn:cite:hmt:vaimg.VA101RN-0273@0.4521,0.4045,0.0832,0.0153",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAil.hmt:8.36,"urn:cite:hmt:vaimg.VA101RN-0273@0.4489,0.4235,0.0784,0.0165",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAil.hmt:8.37,"urn:cite:hmt:vaimg.VA101RN-0273@0.3807,0.4408,0.0725,0.0153",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAil.hmt:8.38,"urn:cite:hmt:vaimg.VA101RN-0273@0.2288,0.5348,0.0907,0.0145",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAil.hmt:8.39,"urn:cite:hmt:vaimg.VA101RN-0273@0.3684,0.5731,0.0628,0.0149",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAil.hmt:8.40,"urn:cite:hmt:vaimg.VA101RN-0273@0.2175,0.684,0.109,0.0177",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAil.hmt:8.57,"urn:cite:hmt:vaimg.VA101VN-0604@0.6306,0.2409,0.1491,0.0206",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAil.hmt:8.58,"urn:cite:hmt:vaimg.VA101VN-0604@0.4969,0.2656,0.0289,0.0167",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAil.hmt:8.59,"urn:cite:hmt:vaimg.VA101VN-0604@0.7083,0.2682,0.0326,0.0172",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAil.hmt:8.60,"urn:cite:hmt:vaimg.VA101VN-0604@0.6297,0.4179,0.0351,0.0146",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAil.hmt:8.61,"urn:cite:hmt:vaimg.VA101VN-0604@0.6451,0.5475,0.022,0.0146",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAil.hmt:8.62,"urn:cite:hmt:vaimg.VA101VN-0604@0.7906,0.5482,0.0211,0.0127",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAil.hmt:8.9001,"urn:cite:hmt:vaimg.VA102VN-0605@0.8177,0.4601,0.0467,0.017",urn:cite:htm:msA.102v
urn:cts:greekLit:tlg5026.msAil.hmt:8.96,"urn:cite:hmt:vaimg.VA102VN-0605@0.7671,0.5604,0.0571,0.0148",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAil.hmt:8.97,"urn:cite:hmt:vaimg.VA102VN-0605@0.7466,0.584,0.0186,0.0101",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAil.hmt:8.98,"urn:cite:hmt:vaimg.VA102VN-0605@0.544,0.6211,0.0131,0.0137",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAil.hmt:8.99,"urn:cite:hmt:vaimg.VA102VN-0605@0.7177,0.676,0.0326,0.0131",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAil.hmt:8.100,"urn:cite:hmt:vaimg.VA102VN-0605@0.768,0.6769,0.0129,0.0099",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAil.hmt:8.115,"urn:cite:hmt:vaimg.VA103RN-0275@0.3904,0.6379,0.013,0.009",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAil.hmt:8.129,"urn:cite:hmt:vaimg.VA103VN-0606@0.5203,0.6606,0.088,0.0165",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAil.hmt:8.130,"urn:cite:hmt:vaimg.VA103VN-0606@0.7046,0.6975,0.0297,0.0174",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAil.hmt:8.145,"urn:cite:hmt:vaimg.VA104RN-0276@0.2102,0.6491,0.0501,0.0158",urn:cite:hmt:msA.104r
urn:cts:greekLit:tlg5026.msAil.hmt:8.160,"urn:cite:hmt:vaimg.VA104VN-0607@0.4694,0.5145,0.0109,0.0109",urn:cite:hmt:msA.104v
urn:cts:greekLit:tlg5026.msAil.hmt:8.161,"urn:cite:hmt:vaimg.VA104VN-0607@0.5154,0.6252,0.0091,0.0086",urn:cite:hmt:msA.104v
urn:cts:greekLit:tlg5026.msAil.hmt:8.176,"urn:cite:hmt:vaimg.VA105RN-0277@0.2913,0.4628,0.018,0.012",urn:cite:hmt:msA.105r
urn:cts:greekLit:tlg5026.msAil.hmt:8.177,"urn:cite:hmt:vaimg.VA105RN-0277@0.5465,0.6063,0.022,0.0135",urn:cite:hmt:msA.105r
urn:cts:greekLit:tlg5026.msAil.hmt:8.178,"urn:cite:hmt:vaimg.VA105RN-0277@0.4605,0.701,0.014,0.009",urn:cite:hmt:msA.105r
urn:cts:greekLit:tlg5026.msAil.hmt:8.192,"urn:cite:hmt:vaimg.VA105VN-0608@0.6526,0.325,0.0083,0.0092",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAil.hmt:8.193,"urn:cite:hmt:vaimg.VA105VN-0608@0.786,0.4355,0.0091,0.0075",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAil.hmt:8.287,"urn:cite:hmt:vaimg.VA109RN-0281@0.2342,0.2682,0.041,0.0128",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAil.hmt:8.288,"urn:cite:hmt:vaimg.VA109RN-0281@0.3303,0.4823,0.043,0.0135",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAil.hmt:8.289,"urn:cite:hmt:vaimg.VA109RN-0281@0.4685,0.5222,0.045,0.0158",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAil.hmt:8.304,"urn:cite:hmt:vaimg.VA109VN-0612@0.6392,0.295,0.0148,0.015",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAil.hmt:8.354,"urn:cite:hmt:vaimg.VA111RN-0283@0.4755,0.3539,0.016,0.0105",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msAil.hmt:8.360,"urn:cite:hmt:vaimg.VA111VN-0614@0.732,0.2328,0.0468,0.0228",urn:cite:hmt:msA.111v
