Lemma	Gloss	LexURN
βελουλκία	drawing out of darts	urn:cite:perseusGreek:lexentity.lex13905.1
συμπόσιον	drinking-party, symposium	urn:cite:perseusGreek:lexentity.lex69777.1
συνελαύνω	drive together	urn:cite:perseusGreek:lexentity.lex70708.1
ἱππηλάτης	driver of horses, one who fights from a chariot	urn:cite:perseusGreek:lexentity.lex117405.1
ἱππηλασία	driving or riding of horses	urn:cite:perseusGreek:lexentity.lex117406.1
προσστάζω	drop on, shed over	urn:cite:perseusGreek:lexentity.lex61986.1
περίοικος	dwelling round	urn:cite:perseusGreek:lexentity.lex54502.1
ἠριγένεια	early-born, child of morn	urn:cite:perseusGreek:lexentity.lex114891.1
ἀλαπαδνός	easily exhausted	urn:cite:perseusGreek:lexentity.lex85638.1
εὐκίνητος	easily moved, agile	urn:cite:perseusGreek:lexentity.lex25148.1
θυμοβόρος	eating the heart	urn:cite:perseusGreek:lexentity.lex28850.1
ἀμφότερος	either	urn:cite:perseusGreek:lexentity.lex87281.1
δημογέρων	elder of the people	urn:cite:perseusGreek:lexentity.lex18732.1
σμάραγδος	emerald	urn:cite:perseusGreek:lexentity.lex66658.1
παραμυθία	encouragement, exhortation	urn:cite:perseusGreek:lexentity.lex52429.1
αὐτοτελής	ending in itself, complete in itself	urn:cite:perseusGreek:lexentity.lex12771.1
κατάληξις	ending, termination	urn:cite:perseusGreek:lexentity.lex31604.1
ἐγχαράσσω	engrave	urn:cite:perseusGreek:lexentity.lex102424.1
κατάλογος	enrolment, register, catalogue	urn:cite:perseusGreek:lexentity.lex31610.1
ξενοδοκέω	entertain guests or strangers.	urn:cite:perseusGreek:lexentity.lex48756.1
πολύξενος	entertaining many guests, very hospitable	urn:cite:perseusGreek:lexentity.lex58457.1
ἀτάλαντος	equal in weight, equivalent to, like	urn:cite:perseusGreek:lexentity.lex96593.1
καθοπλίζω	equip, arm fully	urn:cite:perseusGreek:lexentity.lex29958.1
ἐκλανθάνω	escape notice utterly	urn:cite:perseusGreek:lexentity.lex103081.1
ὑπερκύδας	exceedingly famous or renowned	urn:cite:perseusGreek:lexentity.lex123790.1
ὑπερμενής	exceedingly mighty	urn:cite:perseusGreek:lexentity.lex123813.1
ἐναλλάσσω	exchange	urn:cite:perseusGreek:lexentity.lex104900.1
ἐγγυμνάζω	exercise in	urn:cite:perseusGreek:lexentity.lex101998.1
στράτευμα	expedition, campaign	urn:cite:perseusGreek:lexentity.lex68244.1
προσπάσχω	experience in addition	urn:cite:perseusGreek:lexentity.lex61859.1
ἐπέκτασις	extension	urn:cite:perseusGreek:lexentity.lex107127.1
περιπίπτω	fall around	urn:cite:perseusGreek:lexentity.lex55305.1
προσπίτνω	fall upon	urn:cite:perseusGreek:lexentity.lex61867.1
καταπίπτω	fall, drop	urn:cite:perseusGreek:lexentity.lex32665.1
μεγαλωστί	far and wide, over a vast space	urn:cite:perseusGreek:lexentity.lex43037.1
αὐτόφονος	father of Polyphontes, of Thebes	urn:cite:perseusGreek:lexentity.lex12945.1
ἐρέπτομαι	feed on	urn:cite:perseusGreek:lexentity.lex110767.1
ἀγανακτέω	feel a violent irritation	urn:cite:perseusGreek:lexentity.lex83243.1
συνέριθος	fellow-worker, helpmate	urn:cite:perseusGreek:lexentity.lex69946.1
καταπεδάω	fetter, hamper	urn:cite:perseusGreek:lexentity.lex32699.1
παρθένιον	feverfew, Pyrethrum Parthenium	urn:cite:perseusGreek:lexentity.lex53222.1
προμαχίζω	fight before	urn:cite:perseusGreek:lexentity.lex60487.1
ὑπερμαχέω	fight for or on behalf of	urn:cite:perseusGreek:lexentity.lex123805.1
μονομαχέω	fight in single combat	urn:cite:perseusGreek:lexentity.lex45737.1
πτολεμίζω	fight, war	urn:cite:perseusGreek:lexentity.lex63353.1
τηλέμαχος	fighting from afar	urn:cite:perseusGreek:lexentity.lex74489.1
τηλεμάχος	fighting from afar.	urn:cite:perseusGreek:lexentity.lex74518.1
ἀναπληρόω	fill up	urn:cite:perseusGreek:lexentity.lex88535.1
ἐφευρίσκω	find or discover, find anywhere	urn:cite:perseusGreek:lexentity.lex111588.1
ἐξευρίσκω	find out, discover	urn:cite:perseusGreek:lexentity.lex106651.1
ἀνευρίσκω	find out, discover	urn:cite:perseusGreek:lexentity.lex89541.1
πρακτικός	fit for or concerned with action, practical	urn:cite:perseusGreek:lexentity.lex59130.1
ἐμπήγνυμι	fix or plant in	urn:cite:perseusGreek:lexentity.lex104397.1
μαρμάρεος	flashing, gleaming	urn:cite:perseusGreek:lexentity.lex42629.1
ὑπεκφεύγω	flee away or escape	urn:cite:perseusGreek:lexentity.lex123390.1
προσφεύγω	flee for refuge to	urn:cite:perseusGreek:lexentity.lex62146.1
ἀνθεμόεις	flowery	urn:cite:perseusGreek:lexentity.lex89657.1
πετάννυμι	fly	urn:cite:perseusGreek:lexentity.lex55918.1
ἀκολουθέω	follow	urn:cite:perseusGreek:lexentity.lex85047.1
συνέπομαι	follow along with, accompany	urn:cite:perseusGreek:lexentity.lex69938.1
μεταδιώκω	follow closely after, pursue	urn:cite:perseusGreek:lexentity.lex44154.1
ἀκολουθία	following, attendance	urn:cite:perseusGreek:lexentity.lex85048.1
ἀκόλουθος	following, attending on	urn:cite:perseusGreek:lexentity.lex85492.1
γερούσιος	for or befitting the	urn:cite:perseusGreek:lexentity.lex16171.1
ἐμφατικός	forcible, expressive	urn:cite:perseusGreek:lexentity.lex104693.1
ἀναπλάσσω	form anew, remodel, restore	urn:cite:perseusGreek:lexentity.lex88521.1
παρώνυμος	formed by a slight change, derivative	urn:cite:perseusGreek:lexentity.lex53479.1
τετράπους	four-footed	urn:cite:perseusGreek:lexentity.lex74101.1
ἐλεύθερος	free	urn:cite:perseusGreek:lexentity.lex104122.1
καθύπερθε	from above, down from above	urn:cite:perseusGreek:lexentity.lex30017.1
μετόπισθε	from behind, backwards, back	urn:cite:perseusGreek:lexentity.lex44654.1
οὐρανόθεν	from heaven, down from heaven	urn:cite:perseusGreek:lexentity.lex49818.1
καθολικός	general	urn:cite:perseusGreek:lexentity.lex29948.1
πανήγυρις	general or national assembly	urn:cite:perseusGreek:lexentity.lex51189.1
μειλίχιος	gentle, soothing	urn:cite:perseusGreek:lexentity.lex43238.1
εἰσπράσσω	get in or exact	urn:cite:perseusGreek:lexentity.lex24202.1
προδίδωμι	give beforehand, pay in advance	urn:cite:perseusGreek:lexentity.lex59733.1
ἀποδίδωμι	give up or back, restore, return	urn:cite:perseusGreek:lexentity.lex92679.1
ἀναδίδωμι	give up, hold up and give	urn:cite:perseusGreek:lexentity.lex87951.1
διυδατίζω	give water to drink	urn:cite:perseusGreek:lexentity.lex21360.1
θεόσδοτος	given by the gods	urn:cite:perseusGreek:lexentity.lex28109.1
κληδόνιος	giving an omen	urn:cite:perseusGreek:lexentity.lex35201.1
ἑτεραλκής	giving strength to the other side	urn:cite:perseusGreek:lexentity.lex112684.1
κυδάλιμος	glorious, renowned	urn:cite:perseusGreek:lexentity.lex37675.1
σιγαλόεις	glossy, glittering	urn:cite:perseusGreek:lexentity.lex65265.1
ἀμφιβαίνω	go about or around	urn:cite:perseusGreek:lexentity.lex86982.1
ἀπονέομαι	go away, depart	urn:cite:perseusGreek:lexentity.lex93325.1
ἀπέρχομαι	go away, depart from	urn:cite:perseusGreek:lexentity.lex91780.1
ἀποστείχω	go away, go home	urn:cite:perseusGreek:lexentity.lex93747.1
παραβαίνω	go by the side of	urn:cite:perseusGreek:lexentity.lex51935.1
καταβαίνω	go or come down from	urn:cite:perseusGreek:lexentity.lex31869.1
προβλώσκω	go or come forth, go out of the house	urn:cite:perseusGreek:lexentity.lex59650.1
ἐξέρχομαι	go or come out of	urn:cite:perseusGreek:lexentity.lex106124.1
ὑπέρχομαι	go or come under, get under	urn:cite:perseusGreek:lexentity.lex123177.1
περιβαίνω	go round	urn:cite:perseusGreek:lexentity.lex54808.1
διέρχομαι	go through, pass through	urn:cite:perseusGreek:lexentity.lex19142.1
ἐποίχομαι	go towards, approach	urn:cite:perseusGreek:lexentity.lex110550.1
ἀνέρχομαι	go up	urn:cite:perseusGreek:lexentity.lex87688.1
εἰσάνειμι	go up into	urn:cite:perseusGreek:lexentity.lex24007.1
περίβασις	going round, circuit	urn:cite:perseusGreek:lexentity.lex54387.1
πηδητικός	good at leaping, springing	urn:cite:perseusGreek:lexentity.lex56089.1
ἱππόβοτος	grazed by horses	urn:cite:perseusGreek:lexentity.lex117523.1
μεγάθυμος	great-hearted	urn:cite:perseusGreek:lexentity.lex42890.1
μεγαλήτωρ	greathearted	urn:cite:perseusGreek:lexentity.lex42923.1
δεξιόομαι	greet with the right hand, welcome	urn:cite:perseusGreek:lexentity.lex18493.1
στεναχίζω	groan, sigh, wail	urn:cite:perseusGreek:lexentity.lex67757.1
ἐπιφθονέω	grudge	urn:cite:perseusGreek:lexentity.lex110372.1
καθοδηγός	guide	urn:cite:perseusGreek:lexentity.lex29946.1
παράδοσις	handing down, bequeathing, transmission	urn:cite:perseusGreek:lexentity.lex51663.1
θεράπαινα	handmaid or female slave	urn:cite:perseusGreek:lexentity.lex27875.1
ἠερέθομαι	hang floating or waving in the air	urn:cite:perseusGreek:lexentity.lex114705.1
κατωφερής	hanging down	urn:cite:perseusGreek:lexentity.lex33767.1
δυσάλωτος	hard to catch or take	urn:cite:perseusGreek:lexentity.lex22361.1
ἀπεχθαίρω	hate utterly, detest	urn:cite:perseusGreek:lexentity.lex92444.1
ἐπέλπομαι	have hopes of, hope	urn:cite:perseusGreek:lexentity.lex107130.1
ὀμφαλόεις	having a navel or boss	urn:cite:perseusGreek:lexentity.lex119176.1
συνώνυμος	having the same name as	urn:cite:perseusGreek:lexentity.lex71605.1
ἐξακέομαι	heal completely	urn:cite:perseusGreek:lexentity.lex106248.1
κερτόμιος	heart-cutting, stinging, reproachful	urn:cite:perseusGreek:lexentity.lex34436.1
πορφύρεος	heaving, surging	urn:cite:perseusGreek:lexentity.lex58871.1
οἰνοβαρής	heavy with wine	urn:cite:perseusGreek:lexentity.lex49356.1
τρυφάλεια	helmet	urn:cite:perseusGreek:lexentity.lex76261.1
συμπληρόω	help to fill	urn:cite:perseusGreek:lexentity.lex69681.1
ἐπίκουρος	helper, ally	urn:cite:perseusGreek:lexentity.lex107292.1
βοτανώδης	herbaceous	urn:cite:perseusGreek:lexentity.lex14478.1
βουκόλιον	herd of cattle	urn:cite:perseusGreek:lexentity.lex14579.1
ἀκροπόλος	high-ranging, lofly	urn:cite:perseusGreek:lexentity.lex85307.1
θυμοειδής	high-spirited	urn:cite:perseusGreek:lexentity.lex28852.1
ὑπέρθυμος	high-spirited, high-minded, daring	urn:cite:perseusGreek:lexentity.lex123107.1
τειχιόεις	high-walled	urn:cite:perseusGreek:lexentity.lex73630.1
δυναστεύω	hold power or lordship, be powerful	urn:cite:perseusGreek:lexentity.lex22323.1
ὑπερτιμάω	honour exceedingly	urn:cite:perseusGreek:lexentity.lex123950.1
ἐπιτίμιος	honourable	urn:cite:perseusGreek:lexentity.lex110182.1
γεράσμιος	honouring	urn:cite:perseusGreek:lexentity.lex16109.1
διοίκησις	housekeeping:	urn:cite:perseusGreek:lexentity.lex21088.1
ἐσσύμενος	hurrying, eager, impetuous	urn:cite:perseusGreek:lexentity.lex111348.1
βλαπτικός	hurtful, mischievous	urn:cite:perseusGreek:lexentity.lex14165.1
κακόφωνος	ill-sounding, not producing agreeable sounds	urn:cite:perseusGreek:lexentity.lex30482.1
ἀπέλεθρος	immeasurable	urn:cite:perseusGreek:lexentity.lex91757.1
ἀμετρητος	immeasurable, immense	urn:cite:perseusGreek:lexentity.lex86508.1
περιώσιος	immense, countless	urn:cite:perseusGreek:lexentity.lex55861.1
ἀμβρόσιος	immortal, divine	urn:cite:perseusGreek:lexentity.lex86406.1
ὁρμητικός	impetuous, impulsive	urn:cite:perseusGreek:lexentity.lex121657.1
ἐπαράομαι	imprecate curses upon	urn:cite:perseusGreek:lexentity.lex107992.1
σπουδαῖος	in haste, quick	urn:cite:perseusGreek:lexentity.lex67289.1
ἀλόγιστος	inconsiderate, thought-less	urn:cite:perseusGreek:lexentity.lex86187.1
ἀνήκεστος	incurable, desperate, fatal	urn:cite:perseusGreek:lexentity.lex87710.1
σημείωσις	indication, notice	urn:cite:perseusGreek:lexentity.lex65139.1
μεσόγαιος	inland, in the heart of a country	urn:cite:perseusGreek:lexentity.lex43958.1
ἀπλήρωτος	insatiable	urn:cite:perseusGreek:lexentity.lex92527.1
ἐπίγραμμα	inscription	urn:cite:perseusGreek:lexentity.lex107199.1
ἐπένθεσις	insertion	urn:cite:perseusGreek:lexentity.lex107138.1
ὑπεροπλία	insolence, presumptuousness	urn:cite:perseusGreek:lexentity.lex123844.1
ἐπίσκεψις	inspection, visitation	urn:cite:perseusGreek:lexentity.lex107484.1
κατακλείς	instrument for shutting or fastening doors	urn:cite:perseusGreek:lexentity.lex32248.1
ἀλληγορέω	interpret allegorically	urn:cite:perseusGreek:lexentity.lex85906.1
πευστικός	interrogative	urn:cite:perseusGreek:lexentity.lex56022.1
σπλάγχνον	inward parts	urn:cite:perseusGreek:lexentity.lex67154.1
ζηλοτυπία	jealousy, rivalry, envy	urn:cite:perseusGreek:lexentity.lex26830.1
συνδέομαι	join in entreating	urn:cite:perseusGreek:lexentity.lex70404.1
γηθόσυνος	joyful, glad	urn:cite:perseusGreek:lexentity.lex16281.1
παράθεσις	juxtaposition	urn:cite:perseusGreek:lexentity.lex51672.1
ἀποκτείνω	kill, slay	urn:cite:perseusGreek:lexentity.lex93098.1
βασίλειον	kingly dwelling, palace	urn:cite:perseusGreek:lexentity.lex13699.1
παραξιφίς	knife worn beside the sword, dirk	urn:cite:perseusGreek:lexentity.lex52487.1
ἐπίσταμαι	know	urn:cite:perseusGreek:lexentity.lex107512.1
ἐπιστήμων	knowing, wise, prudent	urn:cite:perseusGreek:lexentity.lex109951.1
ὀλοφυδνός	lamenting	urn:cite:perseusGreek:lexentity.lex119076.1
ἠπειρώτης	landsman	urn:cite:perseusGreek:lexentity.lex114834.1
χερμάδιον	large stone, boulder	urn:cite:perseusGreek:lexentity.lex80644.1
ἀνατίθημι	lay upon	urn:cite:perseusGreek:lexentity.lex88801.1
ἐπιτίθημι	lay, put or place upon	urn:cite:perseusGreek:lexentity.lex110177.1
ἀποσφάλλω	lead astray, drive in baffled course	urn:cite:perseusGreek:lexentity.lex93819.1
ἡγεμονεύω	lead the way	urn:cite:perseusGreek:lexentity.lex114962.1
ἀφηγέομαι	lead the way from	urn:cite:perseusGreek:lexentity.lex97040.1
στρατηγός	leader or commander of an army, general	urn:cite:perseusGreek:lexentity.lex68324.1
ἐξάλλομαι	leap out of or forth from	urn:cite:perseusGreek:lexentity.lex106059.1
παραλείπω	leave on one side, leave remaining	urn:cite:perseusGreek:lexentity.lex52338.1
ἀριστερός	left, on the left	urn:cite:perseusGreek:lexentity.lex95107.1
ἐπισφύρια	leg-guards	urn:cite:perseusGreek:lexentity.lex110111.1
σύγκειμαι	lie together	urn:cite:perseusGreek:lexentity.lex72443.1
ὑπόκειμαι	lie under	urn:cite:perseusGreek:lexentity.lex125304.1
ἀγκάζομαι	lift up in the arms	urn:cite:perseusGreek:lexentity.lex83361.1
ἀερσίπους	lifting the feet, brisk-trotting	urn:cite:perseusGreek:lexentity.lex84381.1
ἐντυγχάνω	light upon, fall in with, meet with	urn:cite:perseusGreek:lexentity.lex105920.1
λειριόεις	like a lily	urn:cite:perseusGreek:lexentity.lex39734.1
μυλοειδής	like a millstone	urn:cite:perseusGreek:lexentity.lex46254.1
ἀστερόεις	like a star, sparkling	urn:cite:perseusGreek:lexentity.lex96211.1
παρεικάζω	liken, compare	urn:cite:perseusGreek:lexentity.lex53008.1
λιλαίομαι	long or desire earnestly	urn:cite:perseusGreek:lexentity.lex40583.1
σκέπτομαι	look	urn:cite:perseusGreek:lexentity.lex65736.1
περιβλέπω	look round about, gaze around	urn:cite:perseusGreek:lexentity.lex54815.1
ἐπιλεύσσω	look towards or at	urn:cite:perseusGreek:lexentity.lex109281.1
προσδοκία	looking for, expectation	urn:cite:perseusGreek:lexentity.lex61210.1
ἀλαλαγμός	loud noise	urn:cite:perseusGreek:lexentity.lex85623.1
ὀρυμαγδός	loud noise, din	urn:cite:perseusGreek:lexentity.lex120297.1
φιλολογέω	love learning, pursue learning, study	urn:cite:perseusGreek:lexentity.lex77977.1
ἐρατεινός	lovely	urn:cite:perseusGreek:lexentity.lex110845.1
φιλόσοφος	lover of wisdom	urn:cite:perseusGreek:lexentity.lex78378.1
φιλάγαθος	loving goodness	urn:cite:perseusGreek:lexentity.lex77574.1
φιλότιμος	loving honour or distinction, ambitious	urn:cite:perseusGreek:lexentity.lex78389.1
φιλόξενος	loving strangers, hospitable	urn:cite:perseusGreek:lexentity.lex78346.1
φιλόπολις	loving the city	urn:cite:perseusGreek:lexentity.lex78358.1
ἐνέρτερος	lower, of the nether world	urn:cite:perseusGreek:lexentity.lex104800.1
κατώτατος	lowest	urn:cite:perseusGreek:lexentity.lex33801.1
θαυμαστόω	magnify	urn:cite:perseusGreek:lexentity.lex27531.1
ἀπάρχομαι	make a beginning	urn:cite:perseusGreek:lexentity.lex91732.1
σφετερίζω	make one's own, appropriate, usurp	urn:cite:perseusGreek:lexentity.lex71993.1
κατευθύνω	make or keep straight	urn:cite:perseusGreek:lexentity.lex33523.1
ἀναβιβάζω	make to go up, cause to mount	urn:cite:perseusGreek:lexentity.lex87814.1
συνοικίζω	make to live with	urn:cite:perseusGreek:lexentity.lex71275.1
συγκαθίζω	make to sit together or in a body	urn:cite:perseusGreek:lexentity.lex68776.1
σαγγάριος	maker of	urn:cite:perseusGreek:lexentity.lex64529.1
μελοποιός	maker of songs, lyric poet	urn:cite:perseusGreek:lexentity.lex43684.1
ὁπλοποιία	making of arms	urn:cite:perseusGreek:lexentity.lex121537.1
διόρθωσις	making straight	urn:cite:perseusGreek:lexentity.lex21559.1
πολύζυγος	many-benched	urn:cite:perseusGreek:lexentity.lex58342.1
στιχάομαι	march in rows or ranks	urn:cite:perseusGreek:lexentity.lex68072.1
περιορίζω	mark by boundaries : set a limit	urn:cite:perseusGreek:lexentity.lex55268.1
θαυμασμός	marvelling	urn:cite:perseusGreek:lexentity.lex27525.1
ἐπικρατής	master	urn:cite:perseusGreek:lexentity.lex109145.1
διαμετρέω	measure through, measure out or off	urn:cite:perseusGreek:lexentity.lex19754.1
ἀντιβολέω	meet	urn:cite:perseusGreek:lexentity.lex90626.1
ἀγοράομαι	meet in assembly, sit in debate	urn:cite:perseusGreek:lexentity.lex83533.1
οἰκτίρμων	merciful	urn:cite:perseusGreek:lexentity.lex49266.1
οἰκτιρμων	merciful	urn:cite:perseusGreek:lexentity.lex49272.1
ἐπίσωτρον	metal hoop upon the felloe	urn:cite:perseusGreek:lexentity.lex107540.1
μεσημβρία	midday	urn:cite:perseusGreek:lexentity.lex43857.1
διάκτορος	minister	urn:cite:perseusGreek:lexentity.lex18908.1
κάτοπτρον	mirror	urn:cite:perseusGreek:lexentity.lex29465.1
ἀταρτηρός	mischievous, baneful	urn:cite:perseusGreek:lexentity.lex96660.1
ἠεροειδής	misty, cloudy, dark	urn:cite:perseusGreek:lexentity.lex114707.1
κεράννυμι	mix, mingle	urn:cite:perseusGreek:lexentity.lex34223.1
δανειστής	money-lender or creditor	urn:cite:perseusGreek:lexentity.lex17953.1
τεράστιος	monstrous, prodigious	urn:cite:perseusGreek:lexentity.lex73858.1
πλεονάκις	more frequently, oftener	urn:cite:perseusGreek:lexentity.lex56787.1
μετάβασις	moving over, shifting	urn:cite:perseusGreek:lexentity.lex44014.1
ἀγάννιφος	much snowed on, snow-capt	urn:cite:perseusGreek:lexentity.lex83127.1
αὐτοφόνος	murdering one's kin	urn:cite:perseusGreek:lexentity.lex12798.1
μυστήριον	mystery or secret rite	urn:cite:perseusGreek:lexentity.lex46524.1
ὀνομαστός	named, to be named	urn:cite:perseusGreek:lexentity.lex119310.1
νεκτάρεος	nectarous	urn:cite:perseusGreek:lexentity.lex47462.1
νεοτευχής	newly made	urn:cite:perseusGreek:lexentity.lex47648.1
ἀδιάφορος	not different	urn:cite:perseusGreek:lexentity.lex84025.1
ἀτάρακτος	not disturbed, uniform	urn:cite:perseusGreek:lexentity.lex96598.1
οὐδέτερος	not either, neither of the two	urn:cite:perseusGreek:lexentity.lex49672.1
ἀνοίκειος	not of the family	urn:cite:perseusGreek:lexentity.lex89972.1
ἀνέκδυτος	not to be escaped from	urn:cite:perseusGreek:lexentity.lex87622.1
πειθαρχέω	obey one in authority	urn:cite:perseusGreek:lexentity.lex53843.1
ποιμνήιος	of a flock or herd	urn:cite:perseusGreek:lexentity.lex57397.1
παρδάλεος	of a leopard.	urn:cite:perseusGreek:lexentity.lex52957.1
παρθένιος	of a maiden, maidenly	urn:cite:perseusGreek:lexentity.lex53223.1
ἀλλοειδής	of different form	urn:cite:perseusGreek:lexentity.lex85957.1
παραίσιος	of ill omen	urn:cite:perseusGreek:lexentity.lex51923.1
πολύμητις	of many counsels	urn:cite:perseusGreek:lexentity.lex58435.1
οὐτιδανός	of no account, worthless	urn:cite:perseusGreek:lexentity.lex49885.1
δαιμόνιος	of or belonging to a	urn:cite:perseusGreek:lexentity.lex17817.1
ἀλλότριος	of or belonging to another	urn:cite:perseusGreek:lexentity.lex86031.1
ἐναγώνιος	of or for a contest, contending in the games	urn:cite:perseusGreek:lexentity.lex104858.1
ῥηματικός	of or for a verb	urn:cite:perseusGreek:lexentity.lex127018.1
ὁριστικός	of or for defining	urn:cite:perseusGreek:lexentity.lex121613.1
γευστικός	of or for taste	urn:cite:perseusGreek:lexentity.lex16187.1
σωματικός	of or for the body, bodily	urn:cite:perseusGreek:lexentity.lex72320.1
πολεμικός	of or for war	urn:cite:perseusGreek:lexentity.lex57485.1
σκυθρωπός	of sad or angry countenance, sullen	urn:cite:perseusGreek:lexentity.lex66443.1
κεφάλαιος	of the head	urn:cite:perseusGreek:lexentity.lex34470.1
λεχεποίης	of the river Asopus, from its grassy banks, Il., Orac. ap. Hdt.	urn:cite:perseusGreek:lexentity.lex40199.1
σφωίτερος	of you two	urn:cite:perseusGreek:lexentity.lex72096.1
θαλάσσιος	of, in, on	urn:cite:perseusGreek:lexentity.lex27351.1
ἀναγκαῖος	of, with, or by force:	urn:cite:perseusGreek:lexentity.lex87894.1
ἐπιθυμιάω	offer incense	urn:cite:perseusGreek:lexentity.lex108876.1
ἐναίσιμος	ominous, fateful	urn:cite:perseusGreek:lexentity.lex104836.1
παραχρῆμα	on the spot, forthwith	urn:cite:perseusGreek:lexentity.lex52925.1
ἐπάλληλος	one close after another, in close order	urn:cite:perseusGreek:lexentity.lex107071.1
ἐκδεκτέον	one must admit, include	urn:cite:perseusGreek:lexentity.lex102731.1
δασυντέον	one must aspirate	urn:cite:perseusGreek:lexentity.lex17993.1
ἀκουστέον	one must hear or hearken to	urn:cite:perseusGreek:lexentity.lex85108.1
ἐκληπτέον	one must select	urn:cite:perseusGreek:lexentity.lex103107.1
χωριστέος	one must separate	urn:cite:perseusGreek:lexentity.lex81993.1
ἀθετητέον	one must set aside	urn:cite:perseusGreek:lexentity.lex84557.1
συναπτέον	one must unite	urn:cite:perseusGreek:lexentity.lex70301.1
ἐγκλιτέον	one must use as enclitic	urn:cite:perseusGreek:lexentity.lex102242.1
ἐπίτροπος	one to whom the charge of anything is entrusted, steward, trustee, administrator	urn:cite:perseusGreek:lexentity.lex107571.1
οἰωνιστής	one who foretells from the flight and cries of birds	urn:cite:perseusGreek:lexentity.lex49538.1
ξενοδόκος	one who receives strangers, host	urn:cite:perseusGreek:lexentity.lex48759.1
ἀνοίγνυμι	open	urn:cite:perseusGreek:lexentity.lex89969.1
προοίμιον	opening, introduction	urn:cite:perseusGreek:lexentity.lex60594.1
ἀντίθεσις	opposition	urn:cite:perseusGreek:lexentity.lex90195.1
ῥητορικός	oratorical	urn:cite:perseusGreek:lexentity.lex127051.1
ὀρφανικός	orphaned, fatherless	urn:cite:perseusGreek:lexentity.lex120307.1
κλισίηθεν	out of or from the hut	urn:cite:perseusGreek:lexentity.lex35300.1
περιγραφή	outline	urn:cite:perseusGreek:lexentity.lex54866.1
προοφείλω	owe beforehand	urn:cite:perseusGreek:lexentity.lex60646.1
ἀσκάλαφος	owl	urn:cite:perseusGreek:lexentity.lex95965.1
μεταφράζω	paraphrase	urn:cite:perseusGreek:lexentity.lex44447.1
μετάληψις	participation	urn:cite:perseusGreek:lexentity.lex44032.1
διάστασις	parting, separation	urn:cite:perseusGreek:lexentity.lex19038.1
διαπράσσω	pass over	urn:cite:perseusGreek:lexentity.lex20018.1
μεταβαίνω	pass over	urn:cite:perseusGreek:lexentity.lex44095.1
ὑπερβασία	passover	urn:cite:perseusGreek:lexentity.lex123585.1
καταρρέζω	pat, stroke, caress	urn:cite:perseusGreek:lexentity.lex32864.1
προκαθίζω	perch	urn:cite:perseusGreek:lexentity.lex60212.1
ἱερουργέω	perform sacred rites	urn:cite:perseusGreek:lexentity.lex117157.1
πιθανότης	persuasiveness, plausibility	urn:cite:perseusGreek:lexentity.lex56222.1
μίστυλλον	piece of meat	urn:cite:perseusGreek:lexentity.lex42086.1
διαμπερής	piercing	urn:cite:perseusGreek:lexentity.lex19791.1
μεθίστημι	place in another way, change	urn:cite:perseusGreek:lexentity.lex43147.1
ἀναγκαῖον	place of constraint, prison	urn:cite:perseusGreek:lexentity.lex87893.1
προστάσσω	place or post at	urn:cite:perseusGreek:lexentity.lex62013.1
συντίθημι	place or put together	urn:cite:perseusGreek:lexentity.lex71404.1
ὑποτίθημι	place under	urn:cite:perseusGreek:lexentity.lex124983.1
παράταξις	placing side by side	urn:cite:perseusGreek:lexentity.lex51806.1
πανουργέω	play the knave	urn:cite:perseusGreek:lexentity.lex51419.1
καλλίρους	poet. for καλλίρροος.	urn:cite:perseusGreek:lexentity.lex30670.1
κεραοξόος	polishing horn	urn:cite:perseusGreek:lexentity.lex34281.1
καταλείβω	pour down	urn:cite:perseusGreek:lexentity.lex32393.1
οἰνοχοεύω	pour out wine for drinking	urn:cite:perseusGreek:lexentity.lex49437.1
δυναστεία	power, lordship, domination	urn:cite:perseusGreek:lexentity.lex22321.1
δυναμικός	powerful, efficacious	urn:cite:perseusGreek:lexentity.lex22313.1
δημηγορέω	practise speaking in the assembly	urn:cite:perseusGreek:lexentity.lex18711.1
ἀδολέσχης	prater, idle talker	urn:cite:perseusGreek:lexentity.lex84133.1
ἐπεύχομαι	pray or make a vow to	urn:cite:perseusGreek:lexentity.lex108336.1
κατασκευή	preparation	urn:cite:perseusGreek:lexentity.lex32972.1
ἀτασθαλία	presumptuous sin, recklessness, wickedness	urn:cite:perseusGreek:lexentity.lex96662.1
περιστίζω	prick or dot all round	urn:cite:perseusGreek:lexentity.lex55557.1
ἀντωνυμία	pronoun	urn:cite:perseusGreek:lexentity.lex91329.1
βαρυτονέω	pronounce with the grave accent	urn:cite:perseusGreek:lexentity.lex13619.1
ὀρθοτονέω	pronounce with the unmodified	urn:cite:perseusGreek:lexentity.lex120009.1
θεοπροπία	prophecy, oracle	urn:cite:perseusGreek:lexentity.lex27814.1
θεοπροπέω	prophesy	urn:cite:perseusGreek:lexentity.lex27813.1
ὑπερεθίζω	provoke somewhat, stimulate a little	urn:cite:perseusGreek:lexentity.lex123655.1
ἐχεπευκής	pungo) sharp, piercing	urn:cite:perseusGreek:lexentity.lex111748.1
καθαγνίζω	purify, hallow	urn:cite:perseusGreek:lexentity.lex29814.1
ἐπιτηδεύω	pursue or practise	urn:cite:perseusGreek:lexentity.lex110249.1
διαστέλλω	put asunder, expand, separate	urn:cite:perseusGreek:lexentity.lex20231.1
