Lemma	Gloss	LexURN
ἀποτίθημι	put away, stow away	urn:cite:perseusGreek:lexentity.lex93869.1
ἐγχειρίζω	put into one's hands, entrust	urn:cite:perseusGreek:lexentity.lex102441.1
ἐγγυαλίζω	put into the palm of the hand, put into the hand	urn:cite:perseusGreek:lexentity.lex101990.1
ἐπιέννυμι	put on besides or over	urn:cite:perseusGreek:lexentity.lex108385.1
προσβαίνω	put one's foot against	urn:cite:perseusGreek:lexentity.lex61102.1
ἐπιχειρέω	put one's hand to	urn:cite:perseusGreek:lexentity.lex110456.1
ἀμφίβολος	put round, encompassing	urn:cite:perseusGreek:lexentity.lex86804.1
κατευνάζω	put to bed, lull to sleep	urn:cite:perseusGreek:lexentity.lex33531.1
ἀνάβλησις	putting off, delay	urn:cite:perseusGreek:lexentity.lex87346.1
ὑπέρθεσις	putting over or across	urn:cite:perseusGreek:lexentity.lex123104.1
βασίλισσα	queen	urn:cite:perseusGreek:lexentity.lex13702.1
ἀναπτερόω	raise its feathers	urn:cite:perseusGreek:lexentity.lex88579.1
πανοῦργος	ready to do anything wicked, knavish, villanous	urn:cite:perseusGreek:lexentity.lex51428.1
πάνουργος	ready to do anything, wicked, knavish	urn:cite:perseusGreek:lexentity.lex50107.1
ἐκλαμβάνω	receive from	urn:cite:perseusGreek:lexentity.lex103079.1
παράληψις	receiving from another, succession to	urn:cite:perseusGreek:lexentity.lex51712.1
ἐπίγνωσις	recognition	urn:cite:perseusGreek:lexentity.lex107196.1
ἀνάγνωσις	recognition	urn:cite:perseusGreek:lexentity.lex87363.1
ἐπαναφορά	referring, reference	urn:cite:perseusGreek:lexentity.lex107918.1
ἀναίνομαι	refuse or reject with contempt, spurn	urn:cite:perseusGreek:lexentity.lex87779.1
ἀπόγνωσις	rejection	urn:cite:perseusGreek:lexentity.lex94379.1
συνήδομαι	rejoice together	urn:cite:perseusGreek:lexentity.lex69957.1
μετοχικός	relating to a partnership	urn:cite:perseusGreek:lexentity.lex44598.1
σημειώδης	remarkable, conspicuous	urn:cite:perseusGreek:lexentity.lex65149.1
ὑπόμνησις	reminding	urn:cite:perseusGreek:lexentity.lex125361.1
ἐξαιρετός	removable	urn:cite:perseusGreek:lexentity.lex106232.1
ὑπόκρισις	reply, answer	urn:cite:perseusGreek:lexentity.lex125321.1
δραστικός	representing attack	urn:cite:perseusGreek:lexentity.lex22112.1
ὀνείδειος	reproachful	urn:cite:perseusGreek:lexentity.lex119212.1
ἀπονοστέω	return, come home	urn:cite:perseusGreek:lexentity.lex93355.1
κακολογέω	revile, abuse	urn:cite:perseusGreek:lexentity.lex30247.1
ἀμπελώδης	rich in vines	urn:cite:perseusGreek:lexentity.lex86709.1
ἀμπελόεις	rich in vines, vine-clad	urn:cite:perseusGreek:lexentity.lex86703.1
πολύδωρος	richly dowered	urn:cite:perseusGreek:lexentity.lex58332.1
δεξιτερός	right-hand of two	urn:cite:perseusGreek:lexentity.lex18490.1
ἐκκυλίνδω	roll out	urn:cite:perseusGreek:lexentity.lex103038.1
κωπηλάτης	rower	urn:cite:perseusGreek:lexentity.lex38320.1
βασίλειος	royal	urn:cite:perseusGreek:lexentity.lex13700.1
βασιλικός	royal, kingly	urn:cite:perseusGreek:lexentity.lex13730.1
προστρίβω	rub on or against	urn:cite:perseusGreek:lexentity.lex62073.1
ἐπικρατέω	rule over	urn:cite:perseusGreek:lexentity.lex109144.1
κατατρέχω	run down	urn:cite:perseusGreek:lexentity.lex33189.1
ἐκσεύομαι	rush out or burst forth from	urn:cite:perseusGreek:lexentity.lex103496.1
ἐξαλαπάζω	sack, storm	urn:cite:perseusGreek:lexentity.lex106277.1
ἐγχάραξις	scarification	urn:cite:perseusGreek:lexentity.lex102409.1
διασπείρω	scatter or spread about	urn:cite:perseusGreek:lexentity.lex20223.1
καταγωγός	seductive	urn:cite:perseusGreek:lexentity.lex32014.1
πολύειδος	see “Πολύῑδος”	urn:cite:perseusGreek:lexentity.lex58335.1
περιφανής	seen all round	urn:cite:perseusGreek:lexentity.lex55732.1
μεσολαβέω	seize, nip	urn:cite:perseusGreek:lexentity.lex43887.1
αὐτουργός	self-working	urn:cite:perseusGreek:lexentity.lex12784.1
ἀποστέλλω	send off or away from	urn:cite:perseusGreek:lexentity.lex93725.1
ἀναστέλλω	send up, raise	urn:cite:perseusGreek:lexentity.lex88726.1
διαχωρίζω	separate	urn:cite:perseusGreek:lexentity.lex20543.1
ἄποκρισλς	separation	urn:cite:perseusGreek:lexentity.lex99048.1
διάκρισις	separation, dissolution	urn:cite:perseusGreek:lexentity.lex18904.1
ἐπαλληλία	sequence, unbroken series	urn:cite:perseusGreek:lexentity.lex107768.1
ἀνθίστημι	set against	urn:cite:perseusGreek:lexentity.lex89639.1
προίστημι	set before	urn:cite:perseusGreek:lexentity.lex59344.1
καθίστημι	set down	urn:cite:perseusGreek:lexentity.lex29807.1
ἀπαλλάσσω	set free, deliver from	urn:cite:perseusGreek:lexentity.lex91917.1
διηγέομαι	set out in detail, describe	urn:cite:perseusGreek:lexentity.lex20837.1
κατοικίζω	settle, establish	urn:cite:perseusGreek:lexentity.lex33640.1
ἑβδόματος	seventh	urn:cite:perseusGreek:lexentity.lex111883.1
δνοπαλίζω	shake violently, fling down	urn:cite:perseusGreek:lexentity.lex21602.1
ἀκαχμένος	sharp-edged	urn:cite:perseusGreek:lexentity.lex84911.1
καταλάμπω	shine upon or over	urn:cite:perseusGreek:lexentity.lex32368.1
παναίολος	shot with many colours, glancing	urn:cite:perseusGreek:lexentity.lex51202.1
ἐχθοδοπέω	show enmity towards, engage in hostility with	urn:cite:perseusGreek:lexentity.lex111767.1
ἀπόδειξις	showing forth, making	urn:cite:perseusGreek:lexentity.lex94386.1
περικλείω	shut in all round, enclose	urn:cite:perseusGreek:lexentity.lex55075.1
πολιορκία	siege of a city	urn:cite:perseusGreek:lexentity.lex57520.1
ἀντίσιγμα	sigma reversed	urn:cite:perseusGreek:lexentity.lex90269.1
ὑπόδειγμα	sign, token, indication	urn:cite:perseusGreek:lexentity.lex125264.1
μονομαχία	single combat	urn:cite:perseusGreek:lexentity.lex45738.1
κασιγνήτη	sister	urn:cite:perseusGreek:lexentity.lex31448.1
παρέζομαι	sit beside	urn:cite:perseusGreek:lexentity.lex51858.1
δικανικός	skilled in pleading	urn:cite:perseusGreek:lexentity.lex20957.1
δολοφονέω	slay by treachery	urn:cite:perseusGreek:lexentity.lex21734.1
τυραννιάω	smack of tyranny	urn:cite:perseusGreek:lexentity.lex76503.1
αἰθαλόεις	smoky, sooty	urn:cite:perseusGreek:lexentity.lex11755.1
ὑπόψυχρος	somewhat cold, coolish	urn:cite:perseusGreek:lexentity.lex125532.1
παρθενίας	son of a concubine	urn:cite:perseusGreek:lexentity.lex53226.1
ἠπιόδωρος	soothing by gifts, bountiful, fond	urn:cite:perseusGreek:lexentity.lex114852.1
σωφροσύνη	soundness of mind, prudence, discretion	urn:cite:perseusGreek:lexentity.lex72402.1
κατηγορέω	speak against	urn:cite:perseusGreek:lexentity.lex33569.1
μεταφωνέω	speak among	urn:cite:perseusGreek:lexentity.lex44454.1
καυχάομαι	speak loud, be loud-tongued	urn:cite:perseusGreek:lexentity.lex33870.1
σολοικίζω	speak or write incorrectly, commit a solecism	urn:cite:perseusGreek:lexentity.lex66791.1
βλασφημέω	speak profanely of sacred things	urn:cite:perseusGreek:lexentity.lex14183.1
προσεῖπον	speak to	urn:cite:perseusGreek:lexentity.lex61490.1
προσαυδάω	speak to, address, accost	urn:cite:perseusGreek:lexentity.lex61079.1
ἀλλόθροος	speaking a strange tongue	urn:cite:perseusGreek:lexentity.lex86026.1
βλάσφημος	speaking ill-omened words, evil-speaking	urn:cite:perseusGreek:lexentity.lex14115.1
ἐφάλλομαι	spring upon	urn:cite:perseusGreek:lexentity.lex111466.1
ἐπίπαστος	sprinkled over	urn:cite:perseusGreek:lexentity.lex107396.1
ἀμφιβολία	state of being attacked on both sides	urn:cite:perseusGreek:lexentity.lex86992.1
παράστημα	statue placed beside another	urn:cite:perseusGreek:lexentity.lex51800.1
βεβαιότης	steadfastness, stability	urn:cite:perseusGreek:lexentity.lex13870.1
ὑπερβαίνω	step over, mount, scale	urn:cite:perseusGreek:lexentity.lex123580.1
ἐπεκτείνω	stretch	urn:cite:perseusGreek:lexentity.lex108196.1
παρατείνω	stretch out along, beside	urn:cite:perseusGreek:lexentity.lex52774.1
κατατείνω	stretch, draw tight	urn:cite:perseusGreek:lexentity.lex33169.1
ἐπιπλήσσω	strike	urn:cite:perseusGreek:lexentity.lex109645.1
στυφελίζω	strike hard	urn:cite:perseusGreek:lexentity.lex68591.1
προσβάλλω	strike, dash against	urn:cite:perseusGreek:lexentity.lex61100.1
πλήξιππος	striking or driving horses	urn:cite:perseusGreek:lexentity.lex56516.1
ἀπογυμνόω	strip bare	urn:cite:perseusGreek:lexentity.lex92662.1
ἐξεναρίζω	strip or spoil	urn:cite:perseusGreek:lexentity.lex106575.1
κράτιστος	strongest, mightiest	urn:cite:perseusGreek:lexentity.lex36743.1
κάρτιστος	strongest, mightiest; best	urn:cite:perseusGreek:lexentity.lex29406.1
κατόρθωμα	success	urn:cite:perseusGreek:lexentity.lex33785.1
περιουσία	sum	urn:cite:perseusGreek:lexentity.lex55279.1
πλεόνασις	superabundance, excess	urn:cite:perseusGreek:lexentity.lex56839.1
ἐπίκλησις	surname, additional name	urn:cite:perseusGreek:lexentity.lex107276.1
λιποψυχέω	swoon	urn:cite:perseusGreek:lexentity.lex40843.1
ὑπεξαιρέω	take away from below or gradually	urn:cite:perseusGreek:lexentity.lex123425.1
εἰσίζομαι	take one's station in	urn:cite:perseusGreek:lexentity.lex24027.1
ἐκδέχομαι	take or receive from	urn:cite:perseusGreek:lexentity.lex102707.1
ἐξαίνυμαι	take out or away	urn:cite:perseusGreek:lexentity.lex106159.1
ἐνδέχομαι	take upon oneself	urn:cite:perseusGreek:lexentity.lex105081.1
ἀφαίρεσις	taking away, carrying off, removal	urn:cite:perseusGreek:lexentity.lex96942.1
ἀναίρεσις	taking up or away	urn:cite:perseusGreek:lexentity.lex87781.1
ἀδολεσχέω	talk idly, prate	urn:cite:perseusGreek:lexentity.lex84135.1
μυρίκινος	tamarisk	urn:cite:perseusGreek:lexentity.lex46327.1
ἱππόδαμος	tamer of horses	urn:cite:perseusGreek:lexentity.lex117526.1
δακρυόεις	tearful	urn:cite:perseusGreek:lexentity.lex17855.1
πειραστής	tempter	urn:cite:perseusGreek:lexentity.lex53863.1
ἀταλάφρων	tender-minded	urn:cite:perseusGreek:lexentity.lex96642.1
μαρτύριον	testimony, proof	urn:cite:perseusGreek:lexentity.lex42672.1
ὑπερβατός	that can be passed or crossed, scaleable	urn:cite:perseusGreek:lexentity.lex123590.1
ἐπίδρομος	that may be overrun	urn:cite:perseusGreek:lexentity.lex107232.1
σύνδεσμος	that which binds together, bond of union, fastening	urn:cite:perseusGreek:lexentity.lex72627.1
περίσσωμα	that which is over and above	urn:cite:perseusGreek:lexentity.lex54574.1
ἐγκέφαλος	that which is within the head, the brain	urn:cite:perseusGreek:lexentity.lex102067.1
μαντοσύνη	the art of divination	urn:cite:perseusGreek:lexentity.lex42575.1
ὑπερβατόν	the figure hyperbaton	urn:cite:perseusGreek:lexentity.lex123589.1
μονογενής	the only member of a kin or kind	urn:cite:perseusGreek:lexentity.lex45692.1
στοιχεῖον	the shadow of the gnomon, the length of which in feet indicated the time of day	urn:cite:perseusGreek:lexentity.lex68146.1
παρθενίης	the son of a concubine	urn:cite:perseusGreek:lexentity.lex53227.1
πρώτιστος	the very first	urn:cite:perseusGreek:lexentity.lex63184.1
πάμπρωτος	the very first, first of all	urn:cite:perseusGreek:lexentity.lex50046.1
ὁπλότερος	the younger	urn:cite:perseusGreek:lexentity.lex121556.1
τριάκοντα	thirty	urn:cite:perseusGreek:lexentity.lex75471.1
ἀπειλητήρ	threatener, boaster	urn:cite:perseusGreek:lexentity.lex92221.1
τριγλώχις	three-barbed	urn:cite:perseusGreek:lexentity.lex75609.1
διαμπερές	through and through, right through	urn:cite:perseusGreek:lexentity.lex19790.1
καταβάλλω	throw down, overthrow	urn:cite:perseusGreek:lexentity.lex31861.1
μεταβάλλω	throw into a different position, turn quickly or suddenly	urn:cite:perseusGreek:lexentity.lex44092.1
κατερείπω	throw or cast down	urn:cite:perseusGreek:lexentity.lex33495.1
ὑπερβάλλω	throw over or beyond a mark, overshoot	urn:cite:perseusGreek:lexentity.lex123575.1
περιβάλλω	throw round, about	urn:cite:perseusGreek:lexentity.lex54807.1
λιθοβόλος	throwing stones, pelting with stones	urn:cite:perseusGreek:lexentity.lex40464.1
λιθόβολος	throwing stones, pelting with stones	urn:cite:perseusGreek:lexentity.lex40537.1
ἐπεσβόλος	throwing words about, rash-talking, scurrilous	urn:cite:perseusGreek:lexentity.lex108298.1
παραβατέω	to be a	urn:cite:perseusGreek:lexentity.lex51944.1
τυραννεύω	to be a monarch, absolute ruler	urn:cite:perseusGreek:lexentity.lex76499.1
σεβάζομαι	to be afraid of	urn:cite:perseusGreek:lexentity.lex64915.1
μερμηρίζω	to be anxious or thoughtful, to be in doubt	urn:cite:perseusGreek:lexentity.lex43802.1
νεβρόομαι	to be changed into a fawn	urn:cite:perseusGreek:lexentity.lex47375.1
ψυχρόομαι	to be chilly, uninteresting	urn:cite:perseusGreek:lexentity.lex82773.1
κινδυνεύω	to be daring, run risk	urn:cite:perseusGreek:lexentity.lex34845.1
πολυτελέω	to be extravagant	urn:cite:perseusGreek:lexentity.lex58134.1
στρατηγέω	to be general	urn:cite:perseusGreek:lexentity.lex68316.1
ἀπάχθομαι	to be grievous	urn:cite:perseusGreek:lexentity.lex91746.1
ἀπέχθομαι	to be hated, incur hatred	urn:cite:perseusGreek:lexentity.lex91788.1
κακοπαθέω	to be in ill plight, be in distress	urn:cite:perseusGreek:lexentity.lex30283.1
ἐπίκειμαι	to be laid upon	urn:cite:perseusGreek:lexentity.lex107266.1
ἐξηγέομαι	to be leader of	urn:cite:perseusGreek:lexentity.lex106672.1
φυλακτέος	to be observed	urn:cite:perseusGreek:lexentity.lex79267.1
περισσεύω	to be over and above	urn:cite:perseusGreek:lexentity.lex55514.1
δαιμονιάω	to be possessed of a God	urn:cite:perseusGreek:lexentity.lex17803.1
πρόκειμαι	to be set before one	urn:cite:perseusGreek:lexentity.lex62843.1
χαλεπαίνω	to be severe, sore, grievous	urn:cite:perseusGreek:lexentity.lex79893.1
βροτόομαι	to be stained with gore	urn:cite:perseusGreek:lexentity.lex15099.1
ἁλίσκομαι	to be taken, conquered, fall into an enemy's hand	urn:cite:perseusGreek:lexentity.lex97701.1
ἀπόβλητος	to be thrown away or aside	urn:cite:perseusGreek:lexentity.lex94368.1
καπνόομαι	to be turned into smoke, burnt to ashes	urn:cite:perseusGreek:lexentity.lex31133.1
διαπορθέω	to be utterly ruined	urn:cite:perseusGreek:lexentity.lex20013.1
ὀδύσσομαι	to be wroth against, hate	urn:cite:perseusGreek:lexentity.lex118624.1
ἐπιπολάζω	to come to the surface, float	urn:cite:perseusGreek:lexentity.lex109675.1
ἐξοίχομαι	to have gone out, to be quite gone	urn:cite:perseusGreek:lexentity.lex106771.1
οἰνίζομαι	to procure wine by barter, buy wine	urn:cite:perseusGreek:lexentity.lex49333.1
διείρομαι	to question closely	urn:cite:perseusGreek:lexentity.lex20633.1
χαρίζομαι	to say or do something agreeable	urn:cite:perseusGreek:lexentity.lex80220.1
παροτρύνω	to urge	urn:cite:perseusGreek:lexentity.lex53377.1
ἀντιφράζω	translate	urn:cite:perseusGreek:lexentity.lex91239.1
κειμήλιος	treasured up	urn:cite:perseusGreek:lexentity.lex33993.1
τροχαικός	trochaic	urn:cite:perseusGreek:lexentity.lex76139.1
ἐπιστρέφω	turn about, turn round	urn:cite:perseusGreek:lexentity.lex110031.1
ἀποστρέφω	turn back	urn:cite:perseusGreek:lexentity.lex93783.1
ὑποστρέφω	turn round about or back	urn:cite:perseusGreek:lexentity.lex124922.1
ἀναστρέφω	turn upside down	urn:cite:perseusGreek:lexentity.lex88763.1
ἀποστροφή	turning back	urn:cite:perseusGreek:lexentity.lex93792.1
ὑπότροπος	turning back, returning	urn:cite:perseusGreek:lexentity.lex125486.1
ἀναστροφή	turning upside down, upsetting, overthrow	urn:cite:perseusGreek:lexentity.lex88770.1
δωδέκατος	twelfth	urn:cite:perseusGreek:lexentity.lex23266.1
διαστροφή	twisting	urn:cite:perseusGreek:lexentity.lex20265.1
διχθάδιος	twofold, double	urn:cite:perseusGreek:lexentity.lex21443.1
ἀγέννητος	unbegotten, unborn	urn:cite:perseusGreek:lexentity.lex83151.1
ἀκήδεστος	uncared for	urn:cite:perseusGreek:lexentity.lex84712.1
ἀσύνδετος	unconnected, loose	urn:cite:perseusGreek:lexentity.lex96569.1
ἀλάστορος	under influence of an	urn:cite:perseusGreek:lexentity.lex85547.1
