URN, CtsUrn, Comments, VisualEvidence, FolioUrn
"urn:cite:hmt:scholia.124","urn:cts:greekLit:tlg5026.msA.hmt:8.229","Main scholion 120","urn:cite:hmt:chsimg.VA107RN-0108@0.1628,0.7579,0.6424,0.0652","urn:cite:hmt:msA.107r"
"urn:cite:hmt:scholia.125","urn:cts:greekLit:tlg5026.msA.hmt:8.233","Main scholion 121","urn:cite:hmt:chsimg.VA107VN-0610@0.18,0.1283,0.7228,0.0748","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.126","urn:cts:greekLit:tlg5026.msA.hmt:8.234","Main scholion 122","urn:cite:hmt:chsimg.VA107VN-0610@0.1776,0.173,0.7148,0.0454","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.127","urn:cts:greekLit:tlg5026.msA.hmt:8.235","Main scholion 123","urn:cite:hmt:chsimg.VA107VN-0610@0.188,0.1886,0.702,0.0712","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.128","urn:cts:greekLit:tlg5026.msA.hmt:8.236","Main scholion 124","urn:cite:hmt:chsimg.VA107VN-0610@0.1676,0.2445,0.2264,0.0781","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.129","urn:cts:greekLit:tlg5026.msA.hmt:8.237","Main scholion 125","urn:cite:hmt:chsimg.VA107VN-0610@0.182,0.3094,0.2036,0.0607","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.130","urn:cts:greekLit:tlg5026.msA.hmt:8.238","Main scholion 126","urn:cite:hmt:chsimg.VA107VN-0610@0.1676,0.3518,0.2268,0.0574","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.131","urn:cts:greekLit:tlg5026.msA.hmt:8.239","Main scholion 127","urn:cite:hmt:chsimg.VA107VN-0610@0.1792,0.3986,0.238,0.1319","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.132","urn:cts:greekLit:tlg5026.msA.hmt:8.240","Main scholion 128","urn:cite:hmt:chsimg.VA107VN-0610@0.192,0.5032,0.726,0.3388","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.133","urn:cts:greekLit:tlg5026.msA.hmt:8.241","Main scholion 129","urn:cite:hmt:chsimg.VA107VN-0610@0.2156,0.7885,0.68,0.0667","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.134","urn:cts:greekLit:tlg5026.msA.hmt:8.242","Main scholion 130","urn:cite:hmt:chsimg.VA107VN-0610@0.2168,0.8159,0.6712,0.0589","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.135","urn:cts:greekLit:tlg5026.msA.hmt:8.243","Main scholion 131","urn:cite:hmt:chsimg.VA107VN-0610@0.2116,0.8279,0.6816,0.0769","urn:cite:hmt:msA.107v"
"urn:cite:hmt:scholia.136","urn:cts:greekLit:tlg5026.msA.hmt:8.247","Main scholion 132","urn:cite:hmt:chsimg.VA108RN-0109@0.1752,0.1135,0.64,0.0514","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.137","urn:cts:greekLit:tlg5026.msA.hmt:8.248","Main scholion 133","urn:cite:hmt:chsimg.VA108RN-0109@0.1852,0.143,0.626,0.0688","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.138","urn:cts:greekLit:tlg5026.msA.hmt:8.249","Main scholion 134","urn:cite:hmt:chsimg.VA108RN-0109@0.2732,0.1802,0.5284,0.0529","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.139","urn:cts:greekLit:tlg5026.msA.hmt:8.250","Main scholion 135","urn:cite:hmt:chsimg.VA108RN-0109@0.6036,0.4461,0.224,0.1208","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.140","urn:cts:greekLit:tlg5026.msA.hmt:8.251","Main scholion 136","urn:cite:hmt:chsimg.VA108RN-0109@0.5956,0.5533,0.2344,0.0913","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.141","urn:cts:greekLit:tlg5026.msA.hmt:8.252","Main scholion 137","urn:cite:hmt:chsimg.VA108RN-0109@0.6024,0.632,0.2332,0.0439","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.142","urn:cts:greekLit:tlg5026.msA.hmt:8.253","Main scholion 138","urn:cite:hmt:chsimg.VA108RN-0109@0.5968,0.6648,0.2368,0.091","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.143","urn:cts:greekLit:tlg5026.msA.hmt:8.254","Main scholion 139","urn:cite:hmt:chsimg.VA108RN-0109@0.1616,0.7369,0.56,0.0466","urn:cite:hmt:msA.108r"
"urn:cite:hmt:scholia.144","urn:cts:greekLit:tlg5026.msA.hmt:8.258","Main scholion 140","urn:cite:hmt:chsimg.VA108VN-0611@0.1728,0.1301,0.7148,0.0766","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.145","urn:cts:greekLit:tlg5026.msA.hmt:8.259","Main scholion 141","urn:cite:hmt:chsimg.VA108VN-0611@0.188,0.3289,0.2316,0.0781","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.146","urn:cts:greekLit:tlg5026.msA.hmt:8.260","Main scholion 142","urn:cite:hmt:chsimg.VA108VN-0611@0.1908,0.3887,0.2256,0.067","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.147","urn:cts:greekLit:tlg5026.msA.hmt:8.261","Main scholion 143","urn:cite:hmt:chsimg.VA108VN-0611@0.184,0.435,0.2396,0.1589","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.148","urn:cts:greekLit:tlg5026.msA.hmt:8.262","Main scholion 144","urn:cite:hmt:chsimg.VA108VN-0611@0.1912,0.5737,0.236,0.0559","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.149","urn:cts:greekLit:tlg5026.msA.hmt:8.263","Main scholion 145","urn:cite:hmt:chsimg.VA108VN-0611@0.1828,0.6122,0.2492,0.082","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.150","urn:cts:greekLit:tlg5026.msA.hmt:8.264","Main scholion 146","urn:cite:hmt:chsimg.VA108VN-0611@0.186,0.6756,0.278,0.1078","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.151","urn:cts:greekLit:tlg5026.msA.hmt:8.265","Main scholion 147","urn:cite:hmt:chsimg.VA108VN-0611@0.2048,0.7266,0.6672,0.0886","urn:cite:hmt:msA.108v"
"urn:cite:hmt:scholia.152","urn:cts:greekLit:tlg5026.msA.hmt:8.269","Main scholion 148","urn:cite:hmt:chsimg.VA109RN-0110@0.1596,0.1226,0.6504,0.0655","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.153","urn:cts:greekLit:tlg5026.msA.hmt:8.270","Main scholion 149","urn:cite:hmt:chsimg.VA109RN-0110@0.6252,0.3905,0.1716,0.0592","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.154","urn:cts:greekLit:tlg5026.msA.hmt:8.271","Main scholion 150","urn:cite:hmt:chsimg.VA109RN-0110@0.608,0.4335,0.2084,0.0652","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.155","urn:cts:greekLit:tlg5026.msA.hmt:8.272","Main scholion 151","urn:cite:hmt:chsimg.VA109RN-0110@0.6148,0.4899,0.1912,0.0799","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.156","urn:cts:greekLit:tlg5026.msA.hmt:8.273","Main scholion 152","urn:cite:hmt:chsimg.VA109RN-0110@0.6124,0.5596,0.1972,0.073","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.157","urn:cts:greekLit:tlg5026.msA.hmt:8.274","Main scholion 153","urn:cite:hmt:chsimg.VA109RN-0110@0.158,0.6179,0.656,0.1481","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.158","urn:cts:greekLit:tlg5026.msA.hmt:8.275","Main scholion 154","urn:cite:hmt:chsimg.VA109RN-0110@0.1552,0.7435,0.6548,0.0544","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.159","urn:cts:greekLit:tlg5026.msA.hmt:8.276","Main scholion 155","urn:cite:hmt:chsimg.VA109RN-0110@0.1604,0.7741,0.6448,0.0327","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.160","urn:cts:greekLit:tlg5026.msA.hmt:8.277","Main scholion 156","urn:cite:hmt:chsimg.VA109RN-0110@0.1572,0.7843,0.646,0.0403","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.161","urn:cts:greekLit:tlg5026.msA.hmt:8.278","Main scholion 157","urn:cite:hmt:chsimg.VA109RN-0110@0.1592,0.8041,0.646,0.0403","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.162","urn:cts:greekLit:tlg5026.msA.hmt:8.279","Main scholion 158","urn:cite:hmt:chsimg.VA109RN-0110@0.1524,0.8258,0.6492,0.0427","urn:cite:hmt:msA.109r"
"urn:cite:hmt:scholia.163","urn:cts:greekLit:tlg5026.msA.hmt:8.290","Main scholion 159","urn:cite:hmt:chsimg.VA109VN-0612@0.2112,0.3163,0.2148,0.1072","urn:cite:hmt:msA.109v"
"urn:cite:hmt:scholia.164","urn:cts:greekLit:tlg5026.msA.hmt:8.291","Main scholion 160","urn:cite:hmt:chsimg.VA109VN-0612@0.2068,0.4073,0.2172,0.0664","urn:cite:hmt:msA.109v"
"urn:cite:hmt:scholia.165","urn:cts:greekLit:tlg5026.msA.hmt:8.292","Main scholion 161","urn:cite:hmt:chsimg.VA109VN-0612@0.204,0.7384,0.6864,0.0315","urn:cite:hmt:msA.109v"
"urn:cite:hmt:scholia.166","urn:cts:greekLit:tlg5026.msA.hmt:8.293","Main scholion 162","urn:cite:hmt:chsimg.VA109VN-0612@0.2212,0.7537,0.6612,0.0829","urn:cite:hmt:msA.109v"
"urn:cite:hmt:scholia.167","urn:cts:greekLit:tlg5026.msA.hmt:8.305","Main scholion 163","urn:cite:hmt:chsimg.VA110RN-0111@0.1692,0.1172,0.6308,0.0466","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.168","urn:cts:greekLit:tlg5026.msA.hmt:8.306","Main scholion 164","urn:cite:hmt:chsimg.VA110RN-0111@0.1788,0.1373,0.6212,0.0718","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.169","urn:cts:greekLit:tlg5026.msA.hmt:8.307","Main scholion 165","urn:cite:hmt:chsimg.VA110RN-0111@0.1736,0.1865,0.6376,0.0484","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.170","urn:cts:greekLit:tlg5026.msA.hmt:8.308","Main scholion 166","urn:cite:hmt:chsimg.VA110RN-0111@0.6076,0.3485,0.216,0.0712","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.171","urn:cts:greekLit:tlg5026.msA.hmt:8.309","Main scholion 167","urn:cite:hmt:chsimg.VA110RN-0111@0.6236,0.4118,0.1928,0.0508","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.172","urn:cts:greekLit:tlg5026.msA.hmt:8.310","Main scholion 168","urn:cite:hmt:chsimg.VA110RN-0111@0.6396,0.4485,0.1848,0.0384","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.173","urn:cts:greekLit:tlg5026.msA.hmt:8.311","Main scholion 169","urn:cite:hmt:chsimg.VA110RN-0111@0.6188,0.4815,0.2116,0.1018","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.174","urn:cts:greekLit:tlg5026.msA.hmt:8.312","Main scholion 170","urn:cite:hmt:chsimg.VA110RN-0111@0.6108,0.5707,0.2028,0.0736","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.175","urn:cts:greekLit:tlg5026.msA.hmt:8.313","Main scholion 171","urn:cite:hmt:chsimg.VA110RN-0111@0.1608,0.7248,0.6272,0.0553","urn:cite:hmt:msA.110r"
"urn:cite:hmt:scholia.176","urn:cts:greekLit:tlg5026.msA.hmt:8.320","Main scholion 172","urn:cite:hmt:chsimg.VA110VN-0613@0.1984,0.1253,0.6708,0.0496","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.177","urn:cts:greekLit:tlg5026.msA.hmt:8.321","Main scholion 173","urn:cite:hmt:chsimg.VA110VN-0613@0.1824,0.407,0.2408,0.0883","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.178","urn:cts:greekLit:tlg5026.msA.hmt:8.322","Main scholion 174","urn:cite:hmt:chsimg.VA110VN-0613@0.174,0.4806,0.252,0.0565","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.179","urn:cts:greekLit:tlg5026.msA.hmt:8.323","Main scholion 175","urn:cite:hmt:chsimg.VA110VN-0613@0.1748,0.5197,0.2496,0.0862","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.180","urn:cts:greekLit:tlg5026.msA.hmt:8.324","Main scholion 176","urn:cite:hmt:chsimg.VA110VN-0613@0.1908,0.5746,0.23,0.1012","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.181","urn:cts:greekLit:tlg5026.msA.hmt:8.325","Main scholion 177","urn:cite:hmt:chsimg.VA110VN-0613@0.196,0.6615,0.2308,0.0925","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.182","urn:cts:greekLit:tlg5026.msA.hmt:8.326","Main scholion 178","urn:cite:hmt:chsimg.VA110VN-0613@0.2012,0.723,0.6928,0.0982","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.183","urn:cts:greekLit:tlg5026.msA.hmt:8.327","Main scholion 179","urn:cite:hmt:chsimg.VA110VN-0613@0.2092,0.7882,0.6852,0.0583","urn:cite:hmt:msA.110v"
"urn:cite:hmt:scholia.184","urn:cts:greekLit:tlg5026.msA.hmt:8.339","Main scholion 180","urn:cite:hmt:chsimg.VA111RN-0112@0.1716,0.1193,0.6408,0.052","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.185","urn:cts:greekLit:tlg5026.msA.hmt:8.340","Main scholion 181","urn:cite:hmt:chsimg.VA111RN-0112@0.1788,0.1448,0.6344,0.0847","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.186","urn:cts:greekLit:tlg5026.msA.hmt:8.341","Main scholion 182","urn:cite:hmt:chsimg.VA111RN-0112@0.604,0.4139,0.2188,0.0487","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.187","urn:cts:greekLit:tlg5026.msA.hmt:8.342","Main scholion 183","urn:cite:hmt:chsimg.VA111RN-0112@0.5888,0.4422,0.228,0.0748","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.188","urn:cts:greekLit:tlg5026.msA.hmt:8.343","Main scholion 184","urn:cite:hmt:chsimg.VA111RN-0112@0.6,0.4995,0.2028,0.055","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.189","urn:cts:greekLit:tlg5026.msA.hmt:8.344","Main scholion 185","urn:cite:hmt:chsimg.VA111RN-0112@0.602,0.5422,0.2312,0.1962","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.190","urn:cts:greekLit:tlg5026.msA.hmt:8.345","Main scholion 186","urn:cite:hmt:chsimg.VA111RN-0112@0.1652,0.7182,0.6284,0.0574","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.191","urn:cts:greekLit:tlg5026.msA.hmt:8.346","Main scholion 187","urn:cite:hmt:chsimg.VA111RN-0112@0.1628,0.7501,0.6372,0.0763","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.192","urn:cts:greekLit:tlg5026.msA.hmt:8.347","Main scholion 188","urn:cite:hmt:chsimg.VA111RN-0112@0.1704,0.8071,0.6544,0.0436","urn:cite:hmt:msA.111r"
"urn:cite:hmt:scholia.193","urn:cts:greekLit:tlg5026.msA.hmt:8.355","Main scholion 189","urn:cite:hmt:chsimg.VA111VN-0614@0.1884,0.1235,0.6944,0.0739","urn:cite:hmt:msA.111v"
"urn:cite:hmt:scholia.194","urn:cts:greekLit:tlg5026.msA.hmt:8.356","Main scholion 190","urn:cite:hmt:chsimg.VA111VN-0614@0.1856,0.1769,0.7068,0.0538","urn:cite:hmt:msA.111v"
"urn:cite:hmt:scholia.195","urn:cts:greekLit:tlg5026.msA.hmt:8.357","Main scholion 191","urn:cite:hmt:chsimg.VA111VN-0614@0.1964,0.2046,0.688,0.0712","urn:cite:hmt:msA.111v"
"urn:cite:hmt:scholia.196","urn:cts:greekLit:tlg5026.msAim.hmt:8.7","Intermarginal scholion 1","urn:cite:hmt:chsimg.VA100VN-0603@0.402,0.4936,0.0643,0.0451","urn:cite:hmt:msA.100v"
"urn:cite:hmt:scholia.197","urn:cts:greekLit:tlg5026.msAim.hmt:8.8","Intermarginal scholion 2","urn:cite:hmt:chsimg.VA100VN-0603@0.4097,0.5512,0.0567,0.0173","urn:cite:hmt:msA.100v"
"urn:cite:hmt:scholia.198","urn:cts:greekLit:tlg5026.msAim.hmt:8.9","Intermarginal scholion 3","urn:cite:hmt:chsimg.VA100VN-0603@0.4083,0.5665,0.0633,0.0421","urn:cite:hmt:msA.100v"
"urn:cite:hmt:scholia.199","urn:cts:greekLit:tlg5026.msAim.hmt:8.10","Intermarginal scholion 4","urn:cite:hmt:chsimg.VA100VN-0603@0.41,0.6033,0.064,0.0388","urn:cite:hmt:msA.100v"
"urn:cite:hmt:scholia.200","urn:cts:greekLit:tlg5026.msAim.hmt:8.11","Intermarginal scholion 5","urn:cite:hmt:chsimg.VA100VN-0603@0.405,0.6428,0.0727,0.0453","urn:cite:hmt:msA.100v"
"urn:cite:hmt:scholia.201","urn:cts:greekLit:tlg5026.msAim.hmt:8.26","Intermarginal scholion 6","urn:cite:hmt:chsimg.VA101RN-0102@0.575,0.3607,0.0477,0.0173","urn:cite:hmt:msA.101r"
"urn:cite:hmt:scholia.202","urn:cts:greekLit:tlg5026.msAim.hmt:8.27","Intermarginal scholion 7","urn:cite:hmt:chsimg.VA101RN-0102@0.5927,0.3825,0.0323,0.0353","urn:cite:hmt:msA.101r"
"urn:cite:hmt:scholia.203","urn:cts:greekLit:tlg5026.msAim.hmt:8.28","Intermarginal scholion 8","urn:cite:hmt:chsimg.VA101RN-0102@0.5253,0.439,0.099,0.0175","urn:cite:hmt:msA.101r"
"urn:cite:hmt:scholia.204","urn:cts:greekLit:tlg5026.msAim.hmt:8.29","Intermarginal scholion 9","urn:cite:hmt:chsimg.VA101RN-0102@0.583,0.607,0.0297,0.0481","urn:cite:hmt:msA.101r"
"urn:cite:hmt:scholia.205","urn:cts:greekLit:tlg5026.msAim.hmt:8.30","Intermarginal scholion 10","urn:cite:hmt:chsimg.VA101RN-0102@0.6017,0.6936,0.016,0.036","urn:cite:hmt:msA.101r"
"urn:cite:hmt:scholia.206","urn:cts:greekLit:tlg5026.msAim.hmt:8.31","Intermarginal scholion 11","urn:cite:hmt:chsimg.VA101RN-0102@0.5793,0.7121,0.0323,0.0375","urn:cite:hmt:msA.101r"
"urn:cite:hmt:scholia.207","urn:cts:greekLit:tlg5026.msAim.hmt:8.51","Intermarginal scholion12","urn:cite:hmt:chsimg.VA101VN-0604@0.4054,0.3253,0.0591,0.0337","urn:cite:hmt:msA.101v"
"urn:cite:hmt:scholia.208","urn:cts:greekLit:tlg5026.msAim.hmt:8.52","Intermarginal scholion13","urn:cite:hmt:chsimg.VA101VN-0604@0.3903,0.3652,0.0769,0.0581","urn:cite:hmt:msA.101v"
"urn:cite:hmt:scholia.209","urn:cts:greekLit:tlg5026.msAim.hmt:8.53","Intermarginal scholion14","urn:cite:hmt:chsimg.VA101VN-0604@0.418,0.5456,0.0471,0.0517","urn:cite:hmt:msA.101v"
"urn:cite:hmt:scholia.210","urn:cts:greekLit:tlg5026.msAim.hmt:8.71","Intermarginal scholion15","urn:cite:hmt:chsimg.VA102RN-0103@0.5743,0.2853,0.0523,0.0294","urn:cite:hmt:msA.102r"
"urn:cite:hmt:scholia.211","urn:cts:greekLit:tlg5026.msAim.hmt:8.72","Intermarginal scholion 16","urn:cite:hmt:chsimg.VA102RN-0103@0.5977,0.4585,0.08,0.0227","urn:cite:hmt:msA.102r"
"urn:cite:hmt:scholia.212","urn:cts:greekLit:tlg5026.msAim.hmt:8.73","Intermarginal scholion17","urn:cite:hmt:chsimg.VA102RN-0103@0.566,0.658,0.0466,0.0182","urn:cite:hmt:msA.102r"
"urn:cite:hmt:scholia.213","urn:cts:greekLit:tlg5026.msAim.hmt:8.89","Intermarginal scholion 18","urn:cite:hmt:chsimg.VA102VN-0605@0.4154,0.3954,0.0354,0.0255","urn:cite:hmt:msA.102v"
"urn:cite:hmt:scholia.214","urn:cts:greekLit:tlg5026.msAim.hmt:8.90","Intermarginal scholion19","urn:cite:hmt:chsimg.VA102VN-0605@0.4206,0.4746,0.0434,0.0521","urn:cite:hmt:msA.102v"
"urn:cite:hmt:scholia.215","urn:cts:greekLit:tlg5026.msAim.hmt:8.91","Intermarginal scholion 20","urn:cite:hmt:chsimg.VA102VN-0605@0.4146,0.5947,0.0409,0.0382","urn:cite:hmt:msA.102v"
"urn:cite:hmt:scholia.216","urn:cts:greekLit:tlg5026.msAim.hmt:8.92","Intermarginal scholion 21","urn:cite:hmt:chsimg.VA102VN-0605@0.4097,0.6896,0.054,0.0416","urn:cite:hmt:msA.102v"
"urn:cite:hmt:scholia.217","urn:cts:greekLit:tlg5026.msAim.hmt:8.108","Intermarginal scholion 22","urn:cite:hmt:chsimg.VA103RN-0104@0.6017,0.2401,0.0683,0.0185","urn:cite:hmt:msA.103r"
"urn:cite:hmt:scholia.218","urn:cts:greekLit:tlg5026.msAim.hmt:8.109","Intermarginal scholion 23","urn:cite:hmt:chsimg.VA103RN-0104@0.5871,0.4076,0.0337,0.0285","urn:cite:hmt:msA.103r"
"urn:cite:hmt:scholia.219","urn:cts:greekLit:tlg5026.msAim.hmt:8.110","Intermarginal scholion 24","urn:cite:hmt:chsimg.VA103RN-0104@0.5454,0.605,0.0809,0.0182","urn:cite:hmt:msA.103r"
"urn:cite:hmt:scholia.220","urn:cts:greekLit:tlg5026.msAim.hmt:8.111","Intermarginal scholion 25","urn:cite:hmt:chsimg.VA103RN-0104@0.5686,0.6299,0.0577,0.0998","urn:cite:hmt:msA.103r"
"urn:cite:hmt:scholia.221","urn:cts:greekLit:tlg5026.msAim.hmt:8.123","Intermarginal scholion 26","urn:cite:hmt:chsimg.VA103VN-0606@0.4,0.4448,0.0683,0.0367","urn:cite:hmt:msA.103v"
"urn:cite:hmt:scholia.222","urn:cts:greekLit:tlg5026.msAim.hmt:8.124","Intermarginal scholion 27","urn:cite:hmt:chsimg.VA103VN-0606@0.4069,0.5351,0.0617,0.0311","urn:cite:hmt:msA.103v"
"urn:cite:hmt:scholia.223","urn:cts:greekLit:tlg5026.msAim.hmt:8.125","Intermarginal scholion 28","urn:cite:hmt:chsimg.VA103VN-0606@0.4033,0.6523,0.059,0.023","urn:cite:hmt:msA.103v"
"urn:cite:hmt:scholia.224","urn:cts:greekLit:tlg5026.msAim.hmt:8.9002","Intermarginal scholion","urn:cite:hmt:chsimg.VA103VN-0606@0.3963,0.6706,0.0617,0.0305","urn:cite:hmt:msA.103v"
"urn:cite:hmt:scholia.225","urn:cts:greekLit:tlg5026.msAim.hmt:8.156","Intermarginal scholion 29","urn:cite:hmt:chsimg.VA104VN-0607@0.4046,0.2512,0.0437,0.0197","urn:cite:hmt:msA.104v"
"urn:cite:hmt:scholia.226","urn:cts:greekLit:tlg5026.msAim.hmt:8.157","Intermarginal scholion 30","urn:cite:hmt:chsimg.VA104VN-0607@0.3951,0.3671,0.0529,0.0268","urn:cite:hmt:msA.104v"
"urn:cite:hmt:scholia.227","urn:cts:greekLit:tlg5026.msAim.hmt:8.158","Intermarginal scholion 31","urn:cite:hmt:chsimg.VA104VN-0607@0.3934,0.4975,0.0611,0.0352","urn:cite:hmt:msA.104v"
"urn:cite:hmt:scholia.228","urn:cts:greekLit:tlg5026.msAim.hmt:8.159","Intermarginal scholion 32","urn:cite:hmt:chsimg.VA104VN-0607@0.408,0.6288,0.0583,0.0519","urn:cite:hmt:msA.104v"
"urn:cite:hmt:scholia.229","urn:cts:greekLit:tlg5026.msAim.hmt:8.172","Intermarginal scholion 33","urn:cite:hmt:chsimg.VA105RN-0106@0.5757,0.4139,0.046,0.0223","urn:cite:hmt:msA.105r"
"urn:cite:hmt:scholia.230","urn:cts:greekLit:tlg5026.msAim.hmt:8.173","Intermarginal scholion 34","urn:cite:hmt:chsimg.VA105RN-0106@0.5777,0.7288,0.0394,0.0309","urn:cite:hmt:msA.105r"
"urn:cite:hmt:scholia.231","urn:cts:greekLit:tlg5026.msAim.hmt:8.184","Intermarginal scholion 35","urn:cite:hmt:chsimg.VA105VN-0608@0.3749,0.445,0.07,0.0174","urn:cite:hmt:msA.105v"
"urn:cite:hmt:scholia.232","urn:cts:greekLit:tlg5026.msAim.hmt:8.185","Intermarginal scholion 36","urn:cite:hmt:chsimg.VA105VN-0608@0.3971,0.4982,0.0583,0.0219","urn:cite:hmt:msA.105v"
"urn:cite:hmt:scholia.233","urn:cts:greekLit:tlg5026.msAim.hmt:8.186","Intermarginal scholion 37","urn:cite:hmt:chsimg.VA105VN-0608@0.4091,0.6584,0.0597,0.0292","urn:cite:hmt:msA.105v"
"urn:cite:hmt:scholia.234","urn:cts:greekLit:tlg5026.msAim.hmt:8.187","Intermarginal scholion 38","urn:cite:hmt:chsimg.VA105VN-0608@0.4003,0.6926,0.0717,0.0215","urn:cite:hmt:msA.105v"
"urn:cite:hmt:scholia.235","urn:cts:greekLit:tlg5026.msAim.hmt:8.200","Intermarginal scholion 39","urn:cite:hmt:chsimg.VA106RN-0107@0.5706,0.5664,0.0431,0.0322","urn:cite:hmt:msA.106r"
"urn:cite:hmt:scholia.236","urn:cts:greekLit:tlg5026.msAim.hmt:8.211","Intermarginal scholion 40","urn:cite:hmt:chsimg.VA106VN-0609@0.3826,0.2738,0.0629,0.0311","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.237","urn:cts:greekLit:tlg5026.msAim.hmt:8.212","Intermarginal scholion 41","urn:cite:hmt:chsimg.VA106VN-0609@0.3843,0.3104,0.0677,0.0236","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.238","urn:cts:greekLit:tlg5026.msAim.hmt:8.213","Intermarginal scholion 42","urn:cite:hmt:chsimg.VA106VN-0609@0.3903,0.3697,0.0637,0.0498","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.239","urn:cts:greekLit:tlg5026.msAim.hmt:8.214","Intermarginal scholion 43","urn:cite:hmt:chsimg.VA106VN-0609@0.3957,0.4456,0.0543,0.0268","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.240","urn:cts:greekLit:tlg5026.msAim.hmt:8.215","Intermarginal scholion 44","urn:cite:hmt:chsimg.VA106VN-0609@0.398,0.5001,0.0637,0.0457","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.241","urn:cts:greekLit:tlg5026.msAim.hmt:8.216","Intermarginal scholion 45","urn:cite:hmt:chsimg.VA106VN-0609@0.3969,0.5413,0.0649,0.0354","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.242","urn:cts:greekLit:tlg5026.msAim.hmt:8.217","Intermarginal scholion 46","urn:cite:hmt:chsimg.VA106VN-0609@0.4063,0.6003,0.0517,0.0287","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.243","urn:cts:greekLit:tlg5026.msAim.hmt:8.218","Intermarginal scholion 47","urn:cite:hmt:chsimg.VA106VN-0609@0.4151,0.6896,0.042,0.0294","urn:cite:hmt:msA.106v"
"urn:cite:hmt:scholia.244","urn:cts:greekLit:tlg5026.msAim.hmt:8.230","Intermarginal scholion 48","urn:cite:hmt:chsimg.VA107RN-0108@0.5632,0.5248,0.0468,0.0186","urn:cite:hmt:msA.107r"
