OccurrrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.2187	2187	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.197
urn:cite:hmt:venAsign.2188	2188	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.201
urn:cite:hmt:venAsign.2189	2189	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.211
urn:cite:hmt:venAsign.2190	2190	urn:cite:hmt:critsigns.antisigma	urn:cts:greekLit:tlg0012.tlg001.msA:17.219
urn:cite:hmt:venAsign.2191	2191	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.237
urn:cite:hmt:venAsign.2192	2192	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.240
urn:cite:hmt:venAsign.2193	2193	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.242
urn:cite:hmt:venAsign.2194	2194	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.250
urn:cite:hmt:venAsign.2195	2195	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:17.260
urn:cite:hmt:venAsign.2196	2196	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:17.261
urn:cite:hmt:venAsign.2197	2197	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.582
urn:cite:hmt:venAsign.2198	2198	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.588
urn:cite:hmt:venAsign.2199	2199	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.594
urn:cite:hmt:venAsign.2200	2200	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:17.595
urn:cite:hmt:venAsign.2201	2201	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.597
urn:cite:hmt:venAsign.2202	2202	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.599
urn:cite:hmt:venAsign.2203	2203	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.602
urn:cite:hmt:venAsign.2204	2204	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.608
urn:cite:hmt:venAsign.2205	2205	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.639
urn:cite:hmt:venAsign.2206	2206	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.644
urn:cite:hmt:venAsign.2207	2207	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.649
urn:cite:hmt:venAsign.2208	2208	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.651
urn:cite:hmt:venAsign.2209	2209	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.658
urn:cite:hmt:venAsign.2210	2210	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.667
urn:cite:hmt:venAsign.2211	2211	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.681
urn:cite:hmt:venAsign.2212	2212	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.700
urn:cite:hmt:venAsign.2213	2213	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.702
urn:cite:hmt:venAsign.2214	2214	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.705
urn:cite:hmt:venAsign.2215	2215	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:17.719
urn:cite:hmt:venAsign.2216	2216	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:17.728
urn:cite:hmt:venAsign.2217	2217	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.7
urn:cite:hmt:venAsign.2218	2218	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.10
urn:cite:hmt:venAsign.2219	2219	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.23
urn:cite:hmt:venAsign.2220	2220	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.34
urn:cite:hmt:venAsign.2221	2221	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.39
urn:cite:hmt:venAsign.2222	2222	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.40
urn:cite:hmt:venAsign.2223	2223	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.41
urn:cite:hmt:venAsign.2224	2224	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.42
urn:cite:hmt:venAsign.2225	2225	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.43
urn:cite:hmt:venAsign.2226	2226	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.44
urn:cite:hmt:venAsign.2227	2227	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.45
urn:cite:hmt:venAsign.2228	2228	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.46
urn:cite:hmt:venAsign.2229	2229	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.47
urn:cite:hmt:venAsign.2230	2230	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.48
urn:cite:hmt:venAsign.2231	2231	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.49
urn:cite:hmt:venAsign.2232	2232	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.57
urn:cite:hmt:venAsign.2233	2233	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.60
urn:cite:hmt:venAsign.2234	2234	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.77
urn:cite:hmt:venAsign.2235	2235	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.90
urn:cite:hmt:venAsign.2236	2236	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.93
urn:cite:hmt:venAsign.2237	2237	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.103
urn:cite:hmt:venAsign.2238	2238	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.117
urn:cite:hmt:venAsign.2239	2239	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.125
urn:cite:hmt:venAsign.2240	2240	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.130
urn:cite:hmt:venAsign.2241	2241	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.136
urn:cite:hmt:venAsign.2242	2242	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.148
urn:cite:hmt:venAsign.2243	2243	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:18.155
urn:cite:hmt:venAsign.2244	2244	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:18.160
urn:cite:hmt:venAsign.2245	2245	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.161
urn:cite:hmt:venAsign.2246	2246	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:18.174
urn:cite:hmt:venAsign.2247	2247	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.186
urn:cite:hmt:venAsign.2248	2248	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.191
urn:cite:hmt:venAsign.2249	2249	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.197
urn:cite:hmt:venAsign.2250	2250	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.222
urn:cite:hmt:venAsign.2251	2251	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:18.230
urn:cite:hmt:venAsign.2252	2252	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.236
urn:cite:hmt:venAsign.2253	2253	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.239
urn:cite:hmt:venAsign.2254	2254	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:18.247
urn:cite:hmt:venAsign.2255	2255	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.265
urn:cite:hmt:venAsign.2256	2256	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.272
urn:cite:hmt:venAsign.2257	2257	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.274
urn:cite:hmt:venAsign.2258	2258	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.283
urn:cite:hmt:venAsign.2259	2259	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:18.287
urn:cite:hmt:venAsign.2260	2260	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.291
urn:cite:hmt:venAsign.2261	2261	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.319
urn:cite:hmt:venAsign.2262	2262	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.332
urn:cite:hmt:venAsign.2263	2263	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.351
urn:cite:hmt:venAsign.2264	2264	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.352
urn:cite:hmt:venAsign.2265	2265	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.356
urn:cite:hmt:venAsign.2266	2266	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.373
urn:cite:hmt:venAsign.2267	2267	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.376
urn:cite:hmt:venAsign.2268	2268	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.392
urn:cite:hmt:venAsign.2269	2269	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.413
urn:cite:hmt:venAsign.2270	2270	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.416
urn:cite:hmt:venAsign.2271	2271	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.438
urn:cite:hmt:venAsign.2272	2272	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.444
urn:cite:hmt:venAsign.2273	2273	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.445
urn:cite:hmt:venAsign.2274	2274	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.446
urn:cite:hmt:venAsign.2275	2275	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.447
urn:cite:hmt:venAsign.2276	2276	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.448
urn:cite:hmt:venAsign.2277	2277	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.449
urn:cite:hmt:venAsign.2278	2278	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.450
urn:cite:hmt:venAsign.2279	2279	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.451
urn:cite:hmt:venAsign.2280	2280	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.452
urn:cite:hmt:venAsign.2281	2281	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.453
urn:cite:hmt:venAsign.2282	2282	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.454
urn:cite:hmt:venAsign.2283	2283	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.455
urn:cite:hmt:venAsign.2284	2284	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.456
urn:cite:hmt:venAsign.2285	2285	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.460
urn:cite:hmt:venAsign.2286	2286	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.461
urn:cite:hmt:venAsign.2287	2287	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.470
urn:cite:hmt:venAsign.2288	2288	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.492
urn:cite:hmt:venAsign.2289	2289	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.495
urn:cite:hmt:venAsign.2290	2290	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.496
urn:cite:hmt:venAsign.2291	2291	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.502
urn:cite:hmt:venAsign.2292	2292	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.512
urn:cite:hmt:venAsign.2293	2293	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.519
urn:cite:hmt:venAsign.2294	2294	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.540
urn:cite:hmt:venAsign.2295	2295	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.550
urn:cite:hmt:venAsign.2296	2296	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.560
urn:cite:hmt:venAsign.2297	2297	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.570
urn:cite:hmt:venAsign.2298	2298	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.583
urn:cite:hmt:venAsign.2299	2299	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:18.584
urn:cite:hmt:venAsign.2300	2300	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.589
urn:cite:hmt:venAsign.2301	2301	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.590
urn:cite:hmt:venAsign.2302	2302	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.595
urn:cite:hmt:venAsign.2303	2303	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.596
urn:cite:hmt:venAsign.2304	2304	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.597
urn:cite:hmt:venAsign.2305	2305	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:18.598
urn:cite:hmt:venAsign.2306	2306	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:18.604
urn:cite:hmt:venAsign.2307	2307	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.8
urn:cite:hmt:venAsign.2308	2308	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.10
urn:cite:hmt:venAsign.2309	2309	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:19.14
urn:cite:hmt:venAsign.2310	2310	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.15
urn:cite:hmt:venAsign.2311	2311	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.25
urn:cite:hmt:venAsign.2312	2312	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:19.26
urn:cite:hmt:venAsign.2313	2313	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.34
urn:cite:hmt:venAsign.2314	2314	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.41
urn:cite:hmt:venAsign.2315	2315	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.42
urn:cite:hmt:venAsign.2316	2316	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.45
urn:cite:hmt:venAsign.2317	2317	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.49
urn:cite:hmt:venAsign.2318	2318	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.51
urn:cite:hmt:venAsign.2319	2319	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.62
urn:cite:hmt:venAsign.2320	2320	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.65
urn:cite:hmt:venAsign.2321	2321	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.67
urn:cite:hmt:venAsign.2322	2322	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.68
urn:cite:hmt:venAsign.2323	2323	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.71
urn:cite:hmt:venAsign.2324	2324	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.75
urn:cite:hmt:venAsign.2325	2325	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:19.77
urn:cite:hmt:venAsign.2326	2326	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.80
urn:cite:hmt:venAsign.2327	2327	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.85
urn:cite:hmt:venAsign.2328	2328	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.93
urn:cite:hmt:venAsign.2329	2329	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.94
urn:cite:hmt:venAsign.2330	2330	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.97
urn:cite:hmt:venAsign.2331	2331	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.100
urn:cite:hmt:venAsign.2332	2332	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.114
urn:cite:hmt:venAsign.2333	2333	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.115
urn:cite:hmt:venAsign.2334	2334	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.118
urn:cite:hmt:venAsign.2335	2335	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.119
urn:cite:hmt:venAsign.2336	2336	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.120
urn:cite:hmt:venAsign.2337	2337	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.327
urn:cite:hmt:venAsign.2338	2338	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.347
urn:cite:hmt:venAsign.2339	2339	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.361
urn:cite:hmt:venAsign.2340	2340	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.365
urn:cite:hmt:venAsign.2341	2341	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.366
urn:cite:hmt:venAsign.2342	2342	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.367
urn:cite:hmt:venAsign.2343	2343	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.367
urn:cite:hmt:venAsign.2344	2344	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.368
urn:cite:hmt:venAsign.2345	2345	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.380
urn:cite:hmt:venAsign.2346	2346	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:19.384
urn:cite:hmt:venAsign.2347	2347	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.387
urn:cite:hmt:venAsign.2348	2348	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:19.388
urn:cite:hmt:venAsign.2349	2349	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.389
urn:cite:hmt:venAsign.2350	2350	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.390
urn:cite:hmt:venAsign.2351	2351	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.391
urn:cite:hmt:venAsign.2352	2352	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.392
urn:cite:hmt:venAsign.2353	2353	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.400
urn:cite:hmt:venAsign.2354	2354	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.407
urn:cite:hmt:venAsign.2355	2355	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.416
urn:cite:hmt:venAsign.2356	2356	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.417
urn:cite:hmt:venAsign.2357	2357	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.418
urn:cite:hmt:venAsign.2358	2358	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.4
urn:cite:hmt:venAsign.2359	2359	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.5
urn:cite:hmt:venAsign.2360	2360	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.7
urn:cite:hmt:venAsign.2361	2361	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.11
urn:cite:hmt:venAsign.2362	2362	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.13
urn:cite:hmt:venAsign.2363	2363	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.33
urn:cite:hmt:venAsign.2364	2364	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.40
urn:cite:hmt:venAsign.2365	2365	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.44
urn:cite:hmt:venAsign.2366	2366	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.48
urn:cite:hmt:venAsign.2367	2367	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.53
urn:cite:hmt:venAsign.2368	2368	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.58
urn:cite:hmt:venAsign.2369	2369	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.68
urn:cite:hmt:venAsign.2370	2370	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.69
urn:cite:hmt:venAsign.2371	2371	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.74
urn:cite:hmt:venAsign.2372	2372	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.79
urn:cite:hmt:venAsign.2373	2373	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.84
urn:cite:hmt:venAsign.2374	2374	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.107
urn:cite:hmt:venAsign.2375	2375	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.114
urn:cite:hmt:venAsign.2376	2376	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.125
urn:cite:hmt:venAsign.2377	2377	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.126
urn:cite:hmt:venAsign.2378	2378	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.127
urn:cite:hmt:venAsign.2379	2379	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.128
urn:cite:hmt:venAsign.2380	2380	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.147
urn:cite:hmt:venAsign.2381	2381	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.166
urn:cite:hmt:venAsign.2382	2382	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.180
urn:cite:hmt:venAsign.2383	2383	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.181
urn:cite:hmt:venAsign.2384	2384	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.182
urn:cite:hmt:venAsign.2385	2385	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.183
urn:cite:hmt:venAsign.2386	2386	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.184
urn:cite:hmt:venAsign.2387	2387	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.185
urn:cite:hmt:venAsign.2388	2388	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.186
urn:cite:hmt:venAsign.2389	2389	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.195
