OccurrrenceUrn.v1	TextPassage
urn:cite:hmt:venAsign.284.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.592
urn:cite:hmt:venAsign.285.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.596
urn:cite:hmt:venAsign.286.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.597
urn:cite:hmt:venAsign.287.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.599
urn:cite:hmt:venAsign.288.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.603
urn:cite:hmt:venAsign.289.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.605
urn:cite:hmt:venAsign.290.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.612
urn:cite:hmt:venAsign.291.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.613
urn:cite:hmt:venAsign.292.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.614
urn:cite:hmt:venAsign.293.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.616
urn:cite:hmt:venAsign.294.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.621
urn:cite:hmt:venAsign.295.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.625
urn:cite:hmt:venAsign.296.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.626
urn:cite:hmt:venAsign.297.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.629
urn:cite:hmt:venAsign.298.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.631
urn:cite:hmt:venAsign.299.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.634
urn:cite:hmt:venAsign.300.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.641
urn:cite:hmt:venAsign.301.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.642
urn:cite:hmt:venAsign.302.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.649
urn:cite:hmt:venAsign.303.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.658
urn:cite:hmt:venAsign.304.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.659
urn:cite:hmt:venAsign.305.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.667
urn:cite:hmt:venAsign.306.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.668
urn:cite:hmt:venAsign.307.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.669
urn:cite:hmt:venAsign.308.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.670
urn:cite:hmt:venAsign.309.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.673
urn:cite:hmt:venAsign.310.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.674
urn:cite:hmt:venAsign.311.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.675
urn:cite:hmt:venAsign.312.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.681
urn:cite:hmt:venAsign.313.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.684
urn:cite:hmt:venAsign.314.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.689
urn:cite:hmt:venAsign.315.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.690
urn:cite:hmt:venAsign.316.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.694
urn:cite:hmt:venAsign.317.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.696
urn:cite:hmt:venAsign.318.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.697
urn:cite:hmt:venAsign.319.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.701
urn:cite:hmt:venAsign.320.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.718
urn:cite:hmt:venAsign.321.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.722
urn:cite:hmt:venAsign.322.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.724
urn:cite:hmt:venAsign.323.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.725
urn:cite:hmt:venAsign.324.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.727
urn:cite:hmt:venAsign.325.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.730
urn:cite:hmt:venAsign.326.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.741
urn:cite:hmt:venAsign.327.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.742
urn:cite:hmt:venAsign.328.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.745
urn:cite:hmt:venAsign.329.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.763
urn:cite:hmt:venAsign.330.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.767
urn:cite:hmt:venAsign.331.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.791
urn:cite:hmt:venAsign.332.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.792
urn:cite:hmt:venAsign.333.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.793
urn:cite:hmt:venAsign.334.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.794
urn:cite:hmt:venAsign.335.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.795
urn:cite:hmt:venAsign.336.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.801
urn:cite:hmt:venAsign.337.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.802
urn:cite:hmt:venAsign.338.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.807
urn:cite:hmt:venAsign.339.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.809
urn:cite:hmt:venAsign.340.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.819
urn:cite:hmt:venAsign.341.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.820
urn:cite:hmt:venAsign.342.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.827
urn:cite:hmt:venAsign.343.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.837
urn:cite:hmt:venAsign.344.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.838
urn:cite:hmt:venAsign.345.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.839
urn:cite:hmt:venAsign.346.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.850
urn:cite:hmt:venAsign.347.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.851
urn:cite:hmt:venAsign.348.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.852
urn:cite:hmt:venAsign.349.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.856
urn:cite:hmt:venAsign.350.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.860
urn:cite:hmt:venAsign.351.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.861
urn:cite:hmt:venAsign.352.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.863
urn:cite:hmt:venAsign.353.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.867
urn:cite:hmt:venAsign.354.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.871
urn:cite:hmt:venAsign.355.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.872
urn:cite:hmt:venAsign.356.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.874
urn:cite:hmt:venAsign.357.v1	urn:cts:greekLit:tlg0012.tlg001.msA:2.875
urn:cite:hmt:venAsign.358.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.3
urn:cite:hmt:venAsign.359.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.4
urn:cite:hmt:venAsign.360.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.5
urn:cite:hmt:venAsign.361.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.6
urn:cite:hmt:venAsign.362.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.10
urn:cite:hmt:venAsign.363.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.11
urn:cite:hmt:venAsign.364.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.13
urn:cite:hmt:venAsign.365.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.18
urn:cite:hmt:venAsign.366.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.19
urn:cite:hmt:venAsign.367.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.20
urn:cite:hmt:venAsign.368.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.25
urn:cite:hmt:venAsign.369.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.28
urn:cite:hmt:venAsign.370.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.31
urn:cite:hmt:venAsign.371.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.36
urn:cite:hmt:venAsign.372.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.44
urn:cite:hmt:venAsign.373.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.48
urn:cite:hmt:venAsign.374.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.49
urn:cite:hmt:venAsign.375.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.54
urn:cite:hmt:venAsign.376.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.56
urn:cite:hmt:venAsign.377.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.65
urn:cite:hmt:venAsign.378.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.71
urn:cite:hmt:venAsign.379.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.74
urn:cite:hmt:venAsign.380.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.80
urn:cite:hmt:venAsign.381.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.82
urn:cite:hmt:venAsign.382.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.83
urn:cite:hmt:venAsign.383.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.92
urn:cite:hmt:venAsign.384.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.99
urn:cite:hmt:venAsign.385.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.100
urn:cite:hmt:venAsign.386.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.103
urn:cite:hmt:venAsign.387.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.104
urn:cite:hmt:venAsign.388.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.105
urn:cite:hmt:venAsign.389.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.108
urn:cite:hmt:venAsign.390.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.109
urn:cite:hmt:venAsign.391.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.110
urn:cite:hmt:venAsign.392.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.122
urn:cite:hmt:venAsign.393.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.126
urn:cite:hmt:venAsign.394.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.138
urn:cite:hmt:venAsign.395.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.144
urn:cite:hmt:venAsign.396.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.144
urn:cite:hmt:venAsign.397.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.152
urn:cite:hmt:venAsign.398.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.155
urn:cite:hmt:venAsign.399.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.163
urn:cite:hmt:venAsign.400.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.184
urn:cite:hmt:venAsign.401.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.205
urn:cite:hmt:venAsign.402.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.206
urn:cite:hmt:venAsign.403.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.207
urn:cite:hmt:venAsign.404.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.211
urn:cite:hmt:venAsign.405.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.219
urn:cite:hmt:venAsign.406.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.224
urn:cite:hmt:venAsign.407.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.230
urn:cite:hmt:venAsign.408.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.244
urn:cite:hmt:venAsign.409.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.250
urn:cite:hmt:venAsign.410.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.257
urn:cite:hmt:venAsign.411.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.261
urn:cite:hmt:venAsign.412.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.263
urn:cite:hmt:venAsign.413.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.270
urn:cite:hmt:venAsign.414.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.271
urn:cite:hmt:venAsign.415.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.273
urn:cite:hmt:venAsign.416.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.276
urn:cite:hmt:venAsign.417.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.277
urn:cite:hmt:venAsign.418.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.278
urn:cite:hmt:venAsign.419.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.279
urn:cite:hmt:venAsign.420.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.280
urn:cite:hmt:venAsign.421.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.286
urn:cite:hmt:venAsign.422.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.297
urn:cite:hmt:venAsign.423.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.305
urn:cite:hmt:venAsign.424.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.325
urn:cite:hmt:venAsign.425.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.333
urn:cite:hmt:venAsign.426.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.334
urn:cite:hmt:venAsign.427.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.335
urn:cite:hmt:venAsign.428.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.339
urn:cite:hmt:venAsign.429.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.352
urn:cite:hmt:venAsign.430.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.354
urn:cite:hmt:venAsign.431.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.361
urn:cite:hmt:venAsign.432.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.364
urn:cite:hmt:venAsign.433.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.368
urn:cite:hmt:venAsign.434.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.380
urn:cite:hmt:venAsign.435.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.391
urn:cite:hmt:venAsign.436.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.392
urn:cite:hmt:venAsign.437.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.395
urn:cite:hmt:venAsign.438.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.396
urn:cite:hmt:venAsign.439.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.397
urn:cite:hmt:venAsign.440.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.398
urn:cite:hmt:venAsign.441.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.399
urn:cite:hmt:venAsign.442.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.400
urn:cite:hmt:venAsign.443.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.401
urn:cite:hmt:venAsign.444.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.402
urn:cite:hmt:venAsign.445.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.403
urn:cite:hmt:venAsign.446.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.404
urn:cite:hmt:venAsign.447.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.405
urn:cite:hmt:venAsign.448.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.406
urn:cite:hmt:venAsign.449.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.407
urn:cite:hmt:venAsign.450.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.408
urn:cite:hmt:venAsign.451.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.409
urn:cite:hmt:venAsign.452.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.410
urn:cite:hmt:venAsign.453.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.411
urn:cite:hmt:venAsign.454.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.412
urn:cite:hmt:venAsign.455.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.413
urn:cite:hmt:venAsign.456.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.414
urn:cite:hmt:venAsign.457.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.415
urn:cite:hmt:venAsign.458.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.416
urn:cite:hmt:venAsign.459.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.417
urn:cite:hmt:venAsign.460.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.418
urn:cite:hmt:venAsign.461.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.423
urn:cite:hmt:venAsign.462.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.424
urn:cite:hmt:venAsign.463.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.425
urn:cite:hmt:venAsign.464.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.426
urn:cite:hmt:venAsign.465.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.432
urn:cite:hmt:venAsign.466.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.433
urn:cite:hmt:venAsign.467.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.434
urn:cite:hmt:venAsign.468.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.435
urn:cite:hmt:venAsign.469.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.436
urn:cite:hmt:venAsign.470.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.445
urn:cite:hmt:venAsign.471.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.459
urn:cite:hmt:venAsign.472.v1	urn:cts:greekLit:tlg0012.tlg001.msA:3.460
urn:cite:hmt:venAsign.473.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.2
urn:cite:hmt:venAsign.474.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.3
urn:cite:hmt:venAsign.475.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.4
urn:cite:hmt:venAsign.476.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.21
urn:cite:hmt:venAsign.477.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.22
urn:cite:hmt:venAsign.478.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.45
urn:cite:hmt:venAsign.479.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.46
urn:cite:hmt:venAsign.480.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.52
urn:cite:hmt:venAsign.481.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.55
urn:cite:hmt:venAsign.482.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.56
urn:cite:hmt:venAsign.483.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.59
urn:cite:hmt:venAsign.484.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.60
urn:cite:hmt:venAsign.485.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.64
urn:cite:hmt:venAsign.486.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.71
urn:cite:hmt:venAsign.487.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.74
urn:cite:hmt:venAsign.488.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.88
urn:cite:hmt:venAsign.489.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.89
urn:cite:hmt:venAsign.490.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.100
urn:cite:hmt:venAsign.491.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.101
urn:cite:hmt:venAsign.492.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.102
urn:cite:hmt:venAsign.493.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.108
urn:cite:hmt:venAsign.494.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.117
urn:cite:hmt:venAsign.495.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.123
urn:cite:hmt:venAsign.496.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.133
urn:cite:hmt:venAsign.497.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.135
urn:cite:hmt:venAsign.498.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.138
urn:cite:hmt:venAsign.499.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.139
urn:cite:hmt:venAsign.500.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.140
urn:cite:hmt:venAsign.501.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.141
urn:cite:hmt:venAsign.502.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.154
urn:cite:hmt:venAsign.503.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.157
urn:cite:hmt:venAsign.504.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.159
urn:cite:hmt:venAsign.505.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.161
urn:cite:hmt:venAsign.506.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.164
urn:cite:hmt:venAsign.507.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.167
urn:cite:hmt:venAsign.508.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.171
urn:cite:hmt:venAsign.509.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.174
urn:cite:hmt:venAsign.510.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.176
urn:cite:hmt:venAsign.511.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.182
urn:cite:hmt:venAsign.512.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.187
urn:cite:hmt:venAsign.513.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.191
urn:cite:hmt:venAsign.514.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.195
urn:cite:hmt:venAsign.515.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.195
urn:cite:hmt:venAsign.516.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.196
urn:cite:hmt:venAsign.517.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.197
urn:cite:hmt:venAsign.518.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.197
urn:cite:hmt:venAsign.519.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.205
urn:cite:hmt:venAsign.520.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.206
urn:cite:hmt:venAsign.521.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.208
urn:cite:hmt:venAsign.522.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.216
urn:cite:hmt:venAsign.523.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.226
urn:cite:hmt:venAsign.524.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.228
urn:cite:hmt:venAsign.525.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.232
urn:cite:hmt:venAsign.526.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.243
urn:cite:hmt:venAsign.527.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.244
urn:cite:hmt:venAsign.528.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.246
urn:cite:hmt:venAsign.529.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.251
urn:cite:hmt:venAsign.530.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.262
urn:cite:hmt:venAsign.531.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.273
urn:cite:hmt:venAsign.532.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.277
urn:cite:hmt:venAsign.533.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.282
urn:cite:hmt:venAsign.534.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.295
urn:cite:hmt:venAsign.535.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.302
urn:cite:hmt:venAsign.536.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.307
urn:cite:hmt:venAsign.537.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.315
urn:cite:hmt:venAsign.538.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.320
urn:cite:hmt:venAsign.539.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.320
urn:cite:hmt:venAsign.540.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.325
urn:cite:hmt:venAsign.541.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.331
urn:cite:hmt:venAsign.542.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.339
urn:cite:hmt:venAsign.543.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.343
urn:cite:hmt:venAsign.544.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.345
urn:cite:hmt:venAsign.545.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.346
urn:cite:hmt:venAsign.546.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.354
urn:cite:hmt:venAsign.547.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.357
urn:cite:hmt:venAsign.548.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.377
urn:cite:hmt:venAsign.549.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.384
urn:cite:hmt:venAsign.550.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.390
urn:cite:hmt:venAsign.551.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.407
urn:cite:hmt:venAsign.552.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.408
urn:cite:hmt:venAsign.553.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.409
urn:cite:hmt:venAsign.554.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.412
urn:cite:hmt:venAsign.555.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.416
urn:cite:hmt:venAsign.556.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.429
urn:cite:hmt:venAsign.557.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.439
urn:cite:hmt:venAsign.558.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.440
urn:cite:hmt:venAsign.559.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.448
urn:cite:hmt:venAsign.560.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.451
urn:cite:hmt:venAsign.561.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.456
urn:cite:hmt:venAsign.562.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.457
urn:cite:hmt:venAsign.563.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.458
urn:cite:hmt:venAsign.564.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.463
urn:cite:hmt:venAsign.565.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.478
urn:cite:hmt:venAsign.566.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.487
urn:cite:hmt:venAsign.567.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.491
urn:cite:hmt:venAsign.568.v1	urn:cts:greekLit:tlg0012.tlg001.msA:4.500
