OccurrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.2522.v1	2522	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.430
urn:cite:hmt:venAsign.2523.v1	2523	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.444
urn:cite:hmt:venAsign.2524.v1	2524	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.446
urn:cite:hmt:venAsign.2525.v1	2525	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.455
urn:cite:hmt:venAsign.2526.v1	2526	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.471
urn:cite:hmt:venAsign.2527.v1	2527	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.475
urn:cite:hmt:venAsign.2528.v1	2528	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.476
urn:cite:hmt:venAsign.2529.v1	2529	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.477
urn:cite:hmt:venAsign.2530.v1	2530	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.479
urn:cite:hmt:venAsign.2531.v1	2531	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.485
urn:cite:hmt:venAsign.2532.v1	2532	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.487
urn:cite:hmt:venAsign.2533.v1	2533	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.495
urn:cite:hmt:venAsign.2534.v1	2534	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.501
urn:cite:hmt:venAsign.2535.v1	2535	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.511
urn:cite:hmt:venAsign.2536.v1	2536	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.515
urn:cite:hmt:venAsign.2537.v1	2537	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.519
urn:cite:hmt:venAsign.2538.v1	2538	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.524
urn:cite:hmt:venAsign.2539.v1	2539	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.526
urn:cite:hmt:venAsign.2540.v1	2540	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.538
urn:cite:hmt:venAsign.2541.v1	2541	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.541
urn:cite:hmt:venAsign.2542.v1	2542	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.542
urn:cite:hmt:venAsign.2543.v1	2543	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.544
urn:cite:hmt:venAsign.2544.v1	2544	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.550
urn:cite:hmt:venAsign.2545.v1	2545	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.554
urn:cite:hmt:venAsign.2546.v1	2546	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.570
urn:cite:hmt:venAsign.2547.v1	2547	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.575
urn:cite:hmt:venAsign.2548.v1	2548	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.576
urn:cite:hmt:venAsign.2549.v1	2549	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.602
urn:cite:hmt:venAsign.2550.v1	2550	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.606
urn:cite:hmt:venAsign.2551.v1	2551	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.6
urn:cite:hmt:venAsign.2552.v1	2552	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.11
urn:cite:hmt:venAsign.2553.v1	2553	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:22.23
urn:cite:hmt:venAsign.2554.v1	2554	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.26
urn:cite:hmt:venAsign.2555.v1	2555	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.27
urn:cite:hmt:venAsign.2556.v1	2556	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.29
urn:cite:hmt:venAsign.2557.v1	2557	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.31
urn:cite:hmt:venAsign.2558.v1	2558	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.40
urn:cite:hmt:venAsign.2559.v1	2559	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.41
urn:cite:hmt:venAsign.2560.v1	2560	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.49
urn:cite:hmt:venAsign.2561.v1	2561	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.51
urn:cite:hmt:venAsign.2562.v1	2562	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.55
urn:cite:hmt:venAsign.2563.v1	2563	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.66
urn:cite:hmt:venAsign.2564.v1	2564	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.67
urn:cite:hmt:venAsign.2565.v1	2565	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.68
urn:cite:hmt:venAsign.2566.v1	2566	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.80
urn:cite:hmt:venAsign.2567.v1	2567	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.84
urn:cite:hmt:venAsign.2568.v1	2568	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.85
urn:cite:hmt:venAsign.2569.v1	2569	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.88
urn:cite:hmt:venAsign.2570.v1	2570	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.91
urn:cite:hmt:venAsign.2571.v1	2571	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.93
urn:cite:hmt:venAsign.2572.v1	2572	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.110
urn:cite:hmt:venAsign.2573.v1	2573	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.117
urn:cite:hmt:venAsign.2574.v1	2574	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.123
urn:cite:hmt:venAsign.2575.v1	2575	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.124
urn:cite:hmt:venAsign.2576.v1	2576	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.128
urn:cite:hmt:venAsign.2577.v1	2577	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.132
urn:cite:hmt:venAsign.2578.v1	2578	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.141
urn:cite:hmt:venAsign.2579.v1	2579	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.143
urn:cite:hmt:venAsign.2580.v1	2580	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.148
urn:cite:hmt:venAsign.2581.v1	2581	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.151
urn:cite:hmt:venAsign.2582.v1	2582	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.152
urn:cite:hmt:venAsign.2583.v1	2583	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.158
urn:cite:hmt:venAsign.2584.v1	2584	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.161
urn:cite:hmt:venAsign.2585.v1	2585	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.164
urn:cite:hmt:venAsign.2586.v1	2586	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.170
urn:cite:hmt:venAsign.2587.v1	2587	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:22.183
urn:cite:hmt:venAsign.2588.v1	2588	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:22.184
urn:cite:hmt:venAsign.2589.v1	2589	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.190
urn:cite:hmt:venAsign.2590.v1	2590	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.194
urn:cite:hmt:venAsign.2591.v1	2591	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.197
urn:cite:hmt:venAsign.2592.v1	2592	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.199
urn:cite:hmt:venAsign.2593.v1	2593	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.200
urn:cite:hmt:venAsign.2594.v1	2594	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.201
urn:cite:hmt:venAsign.2595.v1	2595	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.202
urn:cite:hmt:venAsign.2596.v1	2596	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.208
urn:cite:hmt:venAsign.2597.v1	2597	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.210
urn:cite:hmt:venAsign.2598.v1	2598	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:22.216
urn:cite:hmt:venAsign.2599.v1	2599	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.229
urn:cite:hmt:venAsign.2600.v1	2600	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.250
urn:cite:hmt:venAsign.2601.v1	2601	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.251
urn:cite:hmt:venAsign.2602.v1	2602	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.254
urn:cite:hmt:venAsign.2603.v1	2603	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.255
urn:cite:hmt:venAsign.2604.v1	2604	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.257
urn:cite:hmt:venAsign.2605.v1	2605	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.266
urn:cite:hmt:venAsign.2606.v1	2606	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.286
urn:cite:hmt:venAsign.2607.v1	2607	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.291
urn:cite:hmt:venAsign.2608.v1	2608	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.294
urn:cite:hmt:venAsign.2609.v1	2609	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.304
urn:cite:hmt:venAsign.2610.v1	2610	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.308
urn:cite:hmt:venAsign.2611.v1	2611	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.318
urn:cite:hmt:venAsign.2612.v1	2612	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.322
urn:cite:hmt:venAsign.2613.v1	2613	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.329
urn:cite:hmt:venAsign.2614.v1	2614	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.342
urn:cite:hmt:venAsign.2615.v1	2615	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.343
urn:cite:hmt:venAsign.2616.v1	2616	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.349
urn:cite:hmt:venAsign.2617.v1	2617	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.351
urn:cite:hmt:venAsign.2618.v1	2618	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.354
urn:cite:hmt:venAsign.2619.v1	2619	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.356
urn:cite:hmt:venAsign.2620.v1	2620	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.362
urn:cite:hmt:venAsign.2621.v1	2621	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.375
urn:cite:hmt:venAsign.2622.v1	2622	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:22.378
urn:cite:hmt:venAsign.2623.v1	2623	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.379
urn:cite:hmt:venAsign.2624.v1	2624	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.393
urn:cite:hmt:venAsign.2625.v1	2625	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.394
urn:cite:hmt:venAsign.2626.v1	2626	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.396
urn:cite:hmt:venAsign.2627.v1	2627	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.411
urn:cite:hmt:venAsign.2628.v1	2628	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.440
urn:cite:hmt:venAsign.2629.v1	2629	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.480
urn:cite:hmt:venAsign.2630.v1	2630	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.487
urn:cite:hmt:venAsign.2631.v1	2631	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.488
urn:cite:hmt:venAsign.2632.v1	2632	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.489
urn:cite:hmt:venAsign.2633.v1	2633	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.489
urn:cite:hmt:venAsign.2634.v1	2634	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.490
urn:cite:hmt:venAsign.2635.v1	2635	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.491
urn:cite:hmt:venAsign.2636.v1	2636	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.492
urn:cite:hmt:venAsign.2637.v1	2637	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.492
urn:cite:hmt:venAsign.2638.v1	2638	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.493
urn:cite:hmt:venAsign.2639.v1	2639	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.494
urn:cite:hmt:venAsign.2640.v1	2640	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.495
urn:cite:hmt:venAsign.2641.v1	2641	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.496
urn:cite:hmt:venAsign.2642.v1	2642	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.497
urn:cite:hmt:venAsign.2643.v1	2643	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.498
urn:cite:hmt:venAsign.2644.v1	2644	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.499
urn:cite:hmt:venAsign.2645.v1	2645	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.505
urn:cite:hmt:venAsign.2646.v1	2646	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.7
urn:cite:hmt:venAsign.2647.v1	2647	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.9
urn:cite:hmt:venAsign.2648.v1	2648	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.15
urn:cite:hmt:venAsign.2649.v1	2649	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.16
urn:cite:hmt:venAsign.2650.v1	2650	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.18
urn:cite:hmt:venAsign.2651.v1	2651	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.29
urn:cite:hmt:venAsign.2652.v1	2652	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.34
urn:cite:hmt:venAsign.2653.v1	2653	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.37
urn:cite:hmt:venAsign.2654.v1	2654	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.58
urn:cite:hmt:venAsign.2655.v1	2655	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.63
urn:cite:hmt:venAsign.2656.v1	2656	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.64
urn:cite:hmt:venAsign.2657.v1	2657	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.65
urn:cite:hmt:venAsign.2658.v1	2658	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.71
urn:cite:hmt:venAsign.2659.v1	2659	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.73
urn:cite:hmt:venAsign.2660.v1	2660	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.88
urn:cite:hmt:venAsign.2661.v1	2661	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.91
urn:cite:hmt:venAsign.2662.v1	2662	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.92
urn:cite:hmt:venAsign.2663.v1	2663	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.94
urn:cite:hmt:venAsign.2664.v1	2664	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.104
urn:cite:hmt:venAsign.2665.v1	2665	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.111
urn:cite:hmt:venAsign.2666.v1	2666	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.119
urn:cite:hmt:venAsign.2667.v1	2667	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.132
urn:cite:hmt:venAsign.2668.v1	2668	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.134
urn:cite:hmt:venAsign.2669.v1	2669	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.135
urn:cite:hmt:venAsign.2670.v1	2670	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.139
urn:cite:hmt:venAsign.2671.v1	2671	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.155
urn:cite:hmt:venAsign.2672.v1	2672	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.157
urn:cite:hmt:venAsign.2673.v1	2673	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.160
urn:cite:hmt:venAsign.2674.v1	2674	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.169
urn:cite:hmt:venAsign.2675.v1	2675	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.171
urn:cite:hmt:venAsign.2676.v1	2676	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.183
urn:cite:hmt:venAsign.2677.v1	2677	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.186
urn:cite:hmt:venAsign.2678.v1	2678	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.221
urn:cite:hmt:venAsign.2679.v1	2679	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.226
urn:cite:hmt:venAsign.2680.v1	2680	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.244
urn:cite:hmt:venAsign.2681.v1	2681	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.245
urn:cite:hmt:venAsign.2682.v1	2682	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.256
urn:cite:hmt:venAsign.2683.v1	2683	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.259
urn:cite:hmt:venAsign.2684.v1	2684	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.260
urn:cite:hmt:venAsign.2685.v1	2685	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.261
urn:cite:hmt:venAsign.2686.v1	2686	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.263
urn:cite:hmt:venAsign.2687.v1	2687	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.267
urn:cite:hmt:venAsign.2688.v1	2688	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.269
urn:cite:hmt:venAsign.2689.v1	2689	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.270
urn:cite:hmt:venAsign.2690.v1	2690	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.273
urn:cite:hmt:venAsign.2691.v1	2691	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.276
urn:cite:hmt:venAsign.2692.v1	2692	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.280
urn:cite:hmt:venAsign.2693.v1	2693	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.295
urn:cite:hmt:venAsign.2694.v1	2694	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.296
urn:cite:hmt:venAsign.2695.v1	2695	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.297
urn:cite:hmt:venAsign.2696.v1	2696	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.304
urn:cite:hmt:venAsign.2697.v1	2697	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:23.307
urn:cite:hmt:venAsign.2698.v1	2698	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.311
urn:cite:hmt:venAsign.2699.v1	2699	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.337
urn:cite:hmt:venAsign.2700.v1	2700	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.345
urn:cite:hmt:venAsign.2701.v1	2701	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:23.358
urn:cite:hmt:venAsign.2702.v1	2702	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.358
urn:cite:hmt:venAsign.2703.v1	2703	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.364
urn:cite:hmt:venAsign.2704.v1	2704	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.372
urn:cite:hmt:venAsign.2705.v1	2705	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.385
urn:cite:hmt:venAsign.2706.v1	2706	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.403
urn:cite:hmt:venAsign.2707.v1	2707	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.405
urn:cite:hmt:venAsign.2708.v1	2708	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.406
urn:cite:hmt:venAsign.2709.v1	2709	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.408
urn:cite:hmt:venAsign.2710.v1	2710	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.411
urn:cite:hmt:venAsign.2711.v1	2711	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.413
urn:cite:hmt:venAsign.2712.v1	2712	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.431
urn:cite:hmt:venAsign.2713.v1	2713	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.454
urn:cite:hmt:venAsign.2714.v1	2714	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.459
urn:cite:hmt:venAsign.2715.v1	2715	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.471
urn:cite:hmt:venAsign.2716.v1	2716	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:23.479
urn:cite:hmt:venAsign.2717.v1	2717	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:23.480
