OccurrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.2327.v1	2327	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.85
urn:cite:hmt:venAsign.2328.v1	2328	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.93
urn:cite:hmt:venAsign.2329.v1	2329	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.94
urn:cite:hmt:venAsign.2330.v1	2330	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.97
urn:cite:hmt:venAsign.2331.v1	2331	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.100
urn:cite:hmt:venAsign.2332.v1	2332	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.114
urn:cite:hmt:venAsign.2333.v1	2333	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.115
urn:cite:hmt:venAsign.2334.v1	2334	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.118
urn:cite:hmt:venAsign.2335.v1	2335	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.119
urn:cite:hmt:venAsign.2336.v1	2336	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.120
urn:cite:hmt:venAsign.2337.v1	2337	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.327
urn:cite:hmt:venAsign.2338.v1	2338	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.347
urn:cite:hmt:venAsign.2339.v1	2339	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.361
urn:cite:hmt:venAsign.2340.v1	2340	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.365
urn:cite:hmt:venAsign.2341.v1	2341	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.366
urn:cite:hmt:venAsign.2342.v1	2342	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.367
urn:cite:hmt:venAsign.2343.v1	2343	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.367
urn:cite:hmt:venAsign.2344.v1	2344	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.368
urn:cite:hmt:venAsign.2345.v1	2345	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.380
urn:cite:hmt:venAsign.2346.v1	2346	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:19.384
urn:cite:hmt:venAsign.2347.v1	2347	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.387
urn:cite:hmt:venAsign.2348.v1	2348	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:19.388
urn:cite:hmt:venAsign.2349.v1	2349	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.389
urn:cite:hmt:venAsign.2350.v1	2350	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.390
urn:cite:hmt:venAsign.2351.v1	2351	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.391
urn:cite:hmt:venAsign.2352.v1	2352	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.392
urn:cite:hmt:venAsign.2353.v1	2353	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.400
urn:cite:hmt:venAsign.2354.v1	2354	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.407
urn:cite:hmt:venAsign.2355.v1	2355	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.416
urn:cite:hmt:venAsign.2356.v1	2356	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:19.417
urn:cite:hmt:venAsign.2357.v1	2357	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:19.418
urn:cite:hmt:venAsign.2358.v1	2358	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.4
urn:cite:hmt:venAsign.2359.v1	2359	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.5
urn:cite:hmt:venAsign.2360.v1	2360	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.7
urn:cite:hmt:venAsign.2361.v1	2361	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.11
urn:cite:hmt:venAsign.2362.v1	2362	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.13
urn:cite:hmt:venAsign.2363.v1	2363	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.33
urn:cite:hmt:venAsign.2364.v1	2364	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.40
urn:cite:hmt:venAsign.2365.v1	2365	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.44
urn:cite:hmt:venAsign.2366.v1	2366	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.48
urn:cite:hmt:venAsign.2367.v1	2367	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.53
urn:cite:hmt:venAsign.2368.v1	2368	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.58
urn:cite:hmt:venAsign.2369.v1	2369	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.68
urn:cite:hmt:venAsign.2370.v1	2370	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.69
urn:cite:hmt:venAsign.2371.v1	2371	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.74
urn:cite:hmt:venAsign.2372.v1	2372	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.79
urn:cite:hmt:venAsign.2373.v1	2373	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.84
urn:cite:hmt:venAsign.2374.v1	2374	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.107
urn:cite:hmt:venAsign.2375.v1	2375	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.114
urn:cite:hmt:venAsign.2376.v1	2376	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.125
urn:cite:hmt:venAsign.2377.v1	2377	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.126
urn:cite:hmt:venAsign.2378.v1	2378	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.127
urn:cite:hmt:venAsign.2379.v1	2379	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.128
urn:cite:hmt:venAsign.2380.v1	2380	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.147
urn:cite:hmt:venAsign.2381.v1	2381	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.166
urn:cite:hmt:venAsign.2382.v1	2382	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.180
urn:cite:hmt:venAsign.2383.v1	2383	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.181
urn:cite:hmt:venAsign.2384.v1	2384	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.182
urn:cite:hmt:venAsign.2385.v1	2385	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.183
urn:cite:hmt:venAsign.2386.v1	2386	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.184
urn:cite:hmt:venAsign.2387.v1	2387	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.185
urn:cite:hmt:venAsign.2388.v1	2388	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.186
urn:cite:hmt:venAsign.2389.v1	2389	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.195
urn:cite:hmt:venAsign.2390.v1	2390	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.196
urn:cite:hmt:venAsign.2391.v1	2391	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.197
urn:cite:hmt:venAsign.2392.v1	2392	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.198
urn:cite:hmt:venAsign.2393.v1	2393	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.195
urn:cite:hmt:venAsign.2394.v1	2394	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.196
urn:cite:hmt:venAsign.2395.v1	2395	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.197
urn:cite:hmt:venAsign.2396.v1	2396	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.198
urn:cite:hmt:venAsign.2397.v1	2397	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.205
urn:cite:hmt:venAsign.2398.v1	2398	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.206
urn:cite:hmt:venAsign.2399.v1	2399	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.207
urn:cite:hmt:venAsign.2400.v1	2400	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.208
urn:cite:hmt:venAsign.2401.v1	2401	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.209
urn:cite:hmt:venAsign.2402.v1	2402	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.213
urn:cite:hmt:venAsign.2403.v1	2403	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.216
urn:cite:hmt:venAsign.2404.v1	2404	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.223
urn:cite:hmt:venAsign.2405.v1	2405	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.224
urn:cite:hmt:venAsign.2406.v1	2406	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.229
urn:cite:hmt:venAsign.2407.v1	2407	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.233
urn:cite:hmt:venAsign.2408.v1	2408	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.234
urn:cite:hmt:venAsign.2409.v1	2409	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.235
urn:cite:hmt:venAsign.2410.v1	2410	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.251
urn:cite:hmt:venAsign.2411.v1	2411	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.252
urn:cite:hmt:venAsign.2412.v1	2412	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.253
urn:cite:hmt:venAsign.2413.v1	2413	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.254
urn:cite:hmt:venAsign.2414.v1	2414	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.255
urn:cite:hmt:venAsign.2415.v1	2415	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.260
urn:cite:hmt:venAsign.2416.v1	2416	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.261
urn:cite:hmt:venAsign.2417.v1	2417	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.263
urn:cite:hmt:venAsign.2418.v1	2418	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.266
urn:cite:hmt:venAsign.2419.v1	2419	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.269
urn:cite:hmt:venAsign.2420.v1	2420	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.270
urn:cite:hmt:venAsign.2421.v1	2421	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.271
urn:cite:hmt:venAsign.2422.v1	2422	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.272
urn:cite:hmt:venAsign.2423.v1	2423	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.273
urn:cite:hmt:venAsign.2424.v1	2424	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.279
urn:cite:hmt:venAsign.2425.v1	2425	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.283
urn:cite:hmt:venAsign.2426.v1	2426	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.290
urn:cite:hmt:venAsign.2427.v1	2427	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.293
urn:cite:hmt:venAsign.2428.v1	2428	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.298
urn:cite:hmt:venAsign.2429.v1	2429	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.299
urn:cite:hmt:venAsign.2430.v1	2430	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.311
urn:cite:hmt:venAsign.2431.v1	2431	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.322
urn:cite:hmt:venAsign.2432.v1	2432	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.323
urn:cite:hmt:venAsign.2433.v1	2433	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.324
urn:cite:hmt:venAsign.2434.v1	2434	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.346
urn:cite:hmt:venAsign.2435.v1	2435	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.362
urn:cite:hmt:venAsign.2436.v1	2436	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.372
urn:cite:hmt:venAsign.2437.v1	2437	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.375
urn:cite:hmt:venAsign.2438.v1	2438	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.378
urn:cite:hmt:venAsign.2439.v1	2439	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.385
urn:cite:hmt:venAsign.2440.v1	2440	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.387
urn:cite:hmt:venAsign.2441.v1	2441	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.388
urn:cite:hmt:venAsign.2442.v1	2442	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.389
urn:cite:hmt:venAsign.2443.v1	2443	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.404
urn:cite:hmt:venAsign.2444.v1	2444	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.415
urn:cite:hmt:venAsign.2445.v1	2445	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.440
urn:cite:hmt:venAsign.2446.v1	2446	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.451
urn:cite:hmt:venAsign.2447.v1	2447	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.454
urn:cite:hmt:venAsign.2448.v1	2448	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.462
urn:cite:hmt:venAsign.2449.v1	2449	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.464
urn:cite:hmt:venAsign.2450.v1	2450	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.467
urn:cite:hmt:venAsign.2451.v1	2451	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.478
urn:cite:hmt:venAsign.2452.v1	2452	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.484
urn:cite:hmt:venAsign.2453.v1	2453	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.2
urn:cite:hmt:venAsign.2454.v1	2454	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.4
urn:cite:hmt:venAsign.2455.v1	2455	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.17
urn:cite:hmt:venAsign.2456.v1	2456	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.31
urn:cite:hmt:venAsign.2457.v1	2457	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.33
urn:cite:hmt:venAsign.2458.v1	2458	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.36
urn:cite:hmt:venAsign.2459.v1	2459	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.37
urn:cite:hmt:venAsign.2460.v1	2460	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.40
urn:cite:hmt:venAsign.2461.v1	2461	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.67
urn:cite:hmt:venAsign.2462.v1	2462	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.75
urn:cite:hmt:venAsign.2463.v1	2463	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.83
urn:cite:hmt:venAsign.2464.v1	2464	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.86
urn:cite:hmt:venAsign.2465.v1	2465	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.95
urn:cite:hmt:venAsign.2466.v1	2466	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.111
urn:cite:hmt:venAsign.2467.v1	2467	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.125
urn:cite:hmt:venAsign.2468.v1	2468	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.126
urn:cite:hmt:venAsign.2469.v1	2469	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.127
urn:cite:hmt:venAsign.2470.v1	2470	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.128
urn:cite:hmt:venAsign.2471.v1	2471	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.130
urn:cite:hmt:venAsign.2472.v1	2472	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.131
urn:cite:hmt:venAsign.2473.v1	2473	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.132
urn:cite:hmt:venAsign.2474.v1	2474	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.133
urn:cite:hmt:venAsign.2475.v1	2475	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.134
urn:cite:hmt:venAsign.2476.v1	2476	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.135
urn:cite:hmt:venAsign.2477.v1	2477	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.146
urn:cite:hmt:venAsign.2478.v1	2478	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.155
urn:cite:hmt:venAsign.2479.v1	2479	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.165
urn:cite:hmt:venAsign.2480.v1	2480	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.166
urn:cite:hmt:venAsign.2481.v1	2481	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.169
urn:cite:hmt:venAsign.2482.v1	2482	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.172
urn:cite:hmt:venAsign.2483.v1	2483	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.173
urn:cite:hmt:venAsign.2484.v1	2484	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.183
urn:cite:hmt:venAsign.2485.v1	2485	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.185
urn:cite:hmt:venAsign.2486.v1	2486	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.187
urn:cite:hmt:venAsign.2487.v1	2487	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.195
urn:cite:hmt:venAsign.2488.v1	2488	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.200
urn:cite:hmt:venAsign.2489.v1	2489	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.218
urn:cite:hmt:venAsign.2490.v1	2490	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.220
urn:cite:hmt:venAsign.2491.v1	2491	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.232
urn:cite:hmt:venAsign.2492.v1	2492	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.246
urn:cite:hmt:venAsign.2493.v1	2493	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.247
urn:cite:hmt:venAsign.2494.v1	2494	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.249
urn:cite:hmt:venAsign.2495.v1	2495	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.252
urn:cite:hmt:venAsign.2496.v1	2496	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.255
urn:cite:hmt:venAsign.2497.v1	2497	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.281
urn:cite:hmt:venAsign.2498.v1	2498	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.282
urn:cite:hmt:venAsign.2499.v1	2499	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.283
urn:cite:hmt:venAsign.2500.v1	2500	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.287
urn:cite:hmt:venAsign.2501.v1	2501	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.290
urn:cite:hmt:venAsign.2502.v1	2502	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.296
urn:cite:hmt:venAsign.2503.v1	2503	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.317
urn:cite:hmt:venAsign.2504.v1	2504	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.319
urn:cite:hmt:venAsign.2505.v1	2505	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.320
urn:cite:hmt:venAsign.2506.v1	2506	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.323
urn:cite:hmt:venAsign.2507.v1	2507	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.331
urn:cite:hmt:venAsign.2508.v1	2508	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.335
urn:cite:hmt:venAsign.2509.v1	2509	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.337
urn:cite:hmt:venAsign.2510.v1	2510	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.344
urn:cite:hmt:venAsign.2511.v1	2511	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.345
urn:cite:hmt:venAsign.2512.v1	2512	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.349
urn:cite:hmt:venAsign.2513.v1	2513	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.362
urn:cite:hmt:venAsign.2514.v1	2514	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.366
urn:cite:hmt:venAsign.2515.v1	2515	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.388
urn:cite:hmt:venAsign.2516.v1	2516	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.394
urn:cite:hmt:venAsign.2517.v1	2517	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.397
urn:cite:hmt:venAsign.2518.v1	2518	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.401
urn:cite:hmt:venAsign.2519.v1	2519	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.416
urn:cite:hmt:venAsign.2520.v1	2520	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.421
urn:cite:hmt:venAsign.2521.v1	2521	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.424
